sample_id,location,date,feature_name,parent_boundary,city,canton,feature_type,orchards,vineyards,buildings,forest,undefined,public_services,streets,code,pcs/m,quantity,project,region,doy
"('lacleman_gland_kubela', '2017-08-29')",lacleman_gland_kubela,2017-08-29,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2017-09-28')",lacleman_gland_kubela,2017-09-28,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2017-10-26')",lacleman_gland_kubela,2017-10-26,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2017-11-28')",lacleman_gland_kubela,2017-11-28,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2017-12-16')",lacleman_gland_kubela,2017-12-16,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2018-01-19')",lacleman_gland_kubela,2018-01-19,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2018-02-19')",lacleman_gland_kubela,2018-02-19,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_kubela', '2018-03-18')",lacleman_gland_kubela,2018-03-18,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0339157245632065,0.5137481910274964,0.8136300417246176,0.0007768815587581,0.1652661973201829,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2017-07-11')",lacleman_gland_lecoanets,2017-07-11,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2017-08-07')",lacleman_gland_lecoanets,2017-08-07,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2017-09-12')",lacleman_gland_lecoanets,2017-09-12,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2017-10-10')",lacleman_gland_lecoanets,2017-10-10,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2017-11-17')",lacleman_gland_lecoanets,2017-11-17,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2017-12-16')",lacleman_gland_lecoanets,2017-12-16,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2018-01-19')",lacleman_gland_lecoanets,2018-01-19,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2018-02-19')",lacleman_gland_lecoanets,2018-02-19,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2018-03-18')",lacleman_gland_lecoanets,2018-03-18,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,SLR,Petit lac,
"('lacleman_gland_lecoanets', '2020-06-15')",lacleman_gland_lecoanets,2020-06-15,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.0,0,IQAASL,Petit lac,
"('lacleman_gland_lecoanets', '2020-10-27')",lacleman_gland_lecoanets,2020-10-27,lac-leman,rhone,Gland,Vaud,l,0.0,0.0,0.0318602261048304,0.5151953690303908,0.8150208623087623,0.0006604205635157,0.1643902280764364,G70,0.05,2,IQAASL,Petit lac,
"('lacleman_vidy_santie', '2017-04-30')",lacleman_vidy_santie,2017-04-30,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-05-23')",lacleman_vidy_santie,2017-05-23,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-06-16')",lacleman_vidy_santie,2017-06-16,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-07-21')",lacleman_vidy_santie,2017-07-21,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-08-25')",lacleman_vidy_santie,2017-08-25,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-09-26')",lacleman_vidy_santie,2017-09-26,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-10-24')",lacleman_vidy_santie,2017-10-24,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-11-17')",lacleman_vidy_santie,2017-11-17,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2017-12-26')",lacleman_vidy_santie,2017-12-26,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2018-01-23')",lacleman_vidy_santie,2018-01-23,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2018-02-26')",lacleman_vidy_santie,2018-02-26,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('lacleman_vidy_santie', '2018-03-26')",lacleman_vidy_santie,2018-03-26,lac-leman,rhone,Lausanne,Vaud,l,0.0,0.0,0.9229188078108942,0.0506512301013024,0.0556328233657858,0.8104157460903472,0.5876455893326412,G70,0.0,0,SLR,Grand lac,
"('le-pierrier', '2016-01-13')",le-pierrier,2016-01-13,lac-leman,rhone,Montreux,Vaud,l,0.0,0.0835073068893528,0.9321685508735869,0.0,0.0361613351877607,0.2036278797405209,0.2160075268468351,G70,0.22,11,MCBP,Haut lac,
"('le-pierrier', '2016-03-14')",le-pierrier,2016-03-14,lac-leman,rhone,Montreux,Vaud,l,0.0,0.0835073068893528,0.9321685508735869,0.0,0.0361613351877607,0.2036278797405209,0.2160075268468351,G70,1.0,51,MCBP,Haut lac,
"('le-pierrier', '2016-05-30')",le-pierrier,2016-05-30,lac-leman,rhone,Montreux,Vaud,l,0.0,0.0835073068893528,0.9321685508735869,0.0,0.0361613351877607,0.2036278797405209,0.2160075268468351,G70,0.24,12,MCBP,Haut lac,
"('le-pierrier', '2017-05-25')",le-pierrier,2017-05-25,lac-leman,rhone,Montreux,Vaud,l,0.0,0.0835073068893528,0.9321685508735869,0.0,0.0361613351877607,0.2036278797405209,0.2160075268468351,G70,0.39,22,SLR,Haut lac,
"('le-pierrier', '2020-11-17')",le-pierrier,2020-11-17,lac-leman,rhone,Montreux,Vaud,l,0.0,0.0835073068893528,0.9321685508735869,0.0,0.0361613351877607,0.2036278797405209,0.2160075268468351,G70,0.05,3,IQAASL,Haut lac,
"('le-port', '2016-04-19')",le-port,2016-04-19,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.0,0.998972250770812,0.0,0.0013908205841446,0.1228941746354565,0.2293741686403011,G70,0.47,8,MCBP,Haut lac,
"('maladaire', '2016-03-31')",maladaire,2016-03-31,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.17,10,MCBP,Haut lac,
"('maladaire', '2016-05-31')",maladaire,2016-05-31,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.17,10,MCBP,Haut lac,
"('maladaire', '2020-05-28')",maladaire,2020-05-28,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.09,5,IQAASL,Haut lac,
"('maladaire', '2020-06-28')",maladaire,2020-06-28,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.27,15,IQAASL,Haut lac,
"('maladaire', '2020-07-29')",maladaire,2020-07-29,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.02,1,IQAASL,Haut lac,
"('maladaire', '2020-08-31')",maladaire,2020-08-31,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.04,2,IQAASL,Haut lac,
"('maladaire', '2020-09-30')",maladaire,2020-09-30,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.0,0,IQAASL,Haut lac,
"('maladaire', '2020-10-29')",maladaire,2020-10-29,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.02,1,IQAASL,Haut lac,
"('maladaire', '2020-11-27')",maladaire,2020-11-27,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.06,3,IQAASL,Haut lac,
"('maladaire', '2020-12-29')",maladaire,2020-12-29,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.0,0,IQAASL,Haut lac,
"('maladaire', '2021-01-29')",maladaire,2021-01-29,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.0,0,IQAASL,Haut lac,
"('maladaire', '2021-03-02')",maladaire,2021-03-02,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.0,0,IQAASL,Haut lac,
"('maladaire', '2021-03-30')",maladaire,2021-03-30,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.0,0,IQAASL,Haut lac,
"('maladaire', '2021-05-01')",maladaire,2021-05-01,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.3215031315240084,0.8314491264131552,0.0,0.0125173852573018,0.1207509031550493,0.2181812283035395,G70,0.0,0,IQAASL,Haut lac,
"('oyonne', '2016-04-10')",oyonne,2016-04-10,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.0208768267223382,0.9886947584789312,0.0,0.0013908205841446,0.1201252673663827,0.3192421243876326,G70,0.25,8,MCBP,Haut lac,
"('oyonne', '2017-01-31')",oyonne,2017-01-31,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.0208768267223382,0.9886947584789312,0.0,0.0013908205841446,0.1201252673663827,0.3192421243876326,G70,0.0,0,MCBP,Haut lac,
"('oyonne', '2021-01-06')",oyonne,2021-01-06,lac-leman,rhone,La Tour-de-Peilz,Vaud,l,0.0,0.0208768267223382,0.9886947584789312,0.0,0.0013908205841446,0.1201252673663827,0.3192421243876326,G70,0.0,0,IQAASL,Haut lac,
"('pierrier-sud', '2016-05-10')",pierrier-sud,2016-05-10,lac-leman,rhone,Montreux,Vaud,l,0.0,0.0647181628392484,0.933196300102775,0.0,0.0458970792767733,0.1720674020394068,0.2543879570450638,G70,1.56,25,MCBP,Haut lac,
"('preverenges', '2018-05-04')",preverenges,2018-05-04,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.02,1,Solid-Waste-Team,Grand lac,
"('preverenges', '2018-07-11')",preverenges,2018-07-11,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.03,1,Solid-Waste-Team,Grand lac,
"('preverenges', '2020-06-07')",preverenges,2020-06-07,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.03,1,IQAASL,Grand lac,
"('preverenges', '2020-07-09')",preverenges,2020-07-09,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.04,1,IQAASL,Grand lac,
"('preverenges', '2020-08-13')",preverenges,2020-08-13,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges', '2020-09-08')",preverenges,2020-09-08,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges', '2020-10-08')",preverenges,2020-10-08,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.05,2,IQAASL,Grand lac,
"('preverenges', '2020-11-12')",preverenges,2020-11-12,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.02,1,IQAASL,Grand lac,
"('preverenges', '2020-12-10')",preverenges,2020-12-10,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges', '2021-01-07')",preverenges,2021-01-07,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges', '2021-02-07')",preverenges,2021-02-07,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.02,1,IQAASL,Grand lac,
"('preverenges', '2021-03-08')",preverenges,2021-03-08,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges', '2021-04-08')",preverenges,2021-04-08,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges', '2021-05-12')",preverenges,2021-05-12,lac-leman,rhone,Préverenges,Vaud,l,0.3137254901960785,0.0417536534446764,0.750256937307297,0.0752532561505065,0.148817802503477,0.0756526309108353,0.3908769425429063,G70,0.0,0,IQAASL,Grand lac,
"('preverenges-le-sout', '2021-02-04')",preverenges-le-sout,2021-02-04,lac-leman,rhone,Préverenges,Vaud,l,0.3774509803921569,0.0521920668058455,0.7646454265159301,0.1201157742402315,0.062586926286509,0.0424056542136997,0.3254387957045064,G70,0.0,0,IQAASL,Grand lac,
"('quai-maria-belgia', '2016-11-21')",quai-maria-belgia,2016-11-21,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.19,7,MCBP,Haut lac,
"('quai-maria-belgia', '2016-12-20')",quai-maria-belgia,2016-12-20,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.16,6,MCBP,Haut lac,
"('quai-maria-belgia', '2017-01-20')",quai-maria-belgia,2017-01-20,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,MCBP,Haut lac,
"('quai-maria-belgia', '2017-04-03')",quai-maria-belgia,2017-04-03,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,SLR,Haut lac,
"('quai-maria-belgia', '2017-06-08')",quai-maria-belgia,2017-06-08,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.27,10,SLR,Haut lac,
"('quai-maria-belgia', '2017-07-26')",quai-maria-belgia,2017-07-26,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.22,8,SLR,Haut lac,
"('quai-maria-belgia', '2017-09-30')",quai-maria-belgia,2017-09-30,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.32,12,SLR,Haut lac,
"('quai-maria-belgia', '2017-11-11')",quai-maria-belgia,2017-11-11,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.03,1,SLR,Haut lac,
"('quai-maria-belgia', '2018-02-11')",quai-maria-belgia,2018-02-11,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,SLR,Haut lac,
"('quai-maria-belgia', '2018-03-25')",quai-maria-belgia,2018-03-25,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,SLR,Haut lac,
"('quai-maria-belgia', '2020-04-28')",quai-maria-belgia,2020-04-28,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.05,2,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-05-31')",quai-maria-belgia,2020-05-31,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-06-28')",quai-maria-belgia,2020-06-28,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.15,6,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-07-21')",quai-maria-belgia,2020-07-21,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.03,1,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-08-30')",quai-maria-belgia,2020-08-30,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.12,5,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-09-27')",quai-maria-belgia,2020-09-27,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.12,5,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-10-25')",quai-maria-belgia,2020-10-25,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.02,1,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-11-30')",quai-maria-belgia,2020-11-30,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,IQAASL,Haut lac,
"('quai-maria-belgia', '2020-12-23')",quai-maria-belgia,2020-12-23,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,IQAASL,Haut lac,
"('quai-maria-belgia', '2021-01-31')",quai-maria-belgia,2021-01-31,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.19,8,IQAASL,Haut lac,
"('quai-maria-belgia', '2021-02-28')",quai-maria-belgia,2021-02-28,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.02,1,IQAASL,Haut lac,
"('quai-maria-belgia', '2021-03-29')",quai-maria-belgia,2021-03-29,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0334029227557411,0.9815005138746148,0.0,0.0027816411682892,0.1397526922896468,0.3628459267430166,G70,0.0,0,IQAASL,Haut lac,
"('rocky-plage', '2020-11-01')",rocky-plage,2020-11-01,lac-leman,rhone,Genève,Genève,l,0.0,0.0,0.921891058581706,0.0,0.105702364394993,0.4299058893022106,0.6329040002595464,G70,0.0,0,IQAASL,Petit lac,
"('rolle-plage', '2019-10-24')",rolle-plage,2019-10-24,lac-leman,rhone,Rolle,Vaud,l,0.0,0.6534446764091859,0.6125385405960946,0.0,0.0890125173852573,0.0520969603125516,0.3985984492100055,G70,0.0,0,Solid-Waste-Team,Grand lac,
"('tolochenaz', '2020-05-19')",tolochenaz,2020-05-19,lac-leman,rhone,Tolochenaz,Vaud,l,0.5637254901960785,0.0521920668058455,0.5344295991778006,0.044862518089725,0.3908205841446453,0.0471860848242416,0.3489926353696915,G70,0.0,0,IQAASL,Grand lac,
"('versoix', '2016-11-17')",versoix,2016-11-17,lac-leman,rhone,Versoix,Genève,l,0.0490196078431372,0.0,0.816032887975334,0.0463096960926193,0.1905424200278164,0.1510362366850275,0.2127956396197644,G70,0.13,22,MCBP,Petit lac,
"('versoix', '2020-05-14')",versoix,2020-05-14,lac-leman,rhone,Versoix,Genève,l,0.0490196078431372,0.0,0.816032887975334,0.0463096960926193,0.1905424200278164,0.1510362366850275,0.2127956396197644,G70,0.02,1,IQAASL,Petit lac,
"('versoix', '2020-08-04')",versoix,2020-08-04,lac-leman,rhone,Versoix,Genève,l,0.0490196078431372,0.0,0.816032887975334,0.0463096960926193,0.1905424200278164,0.1510362366850275,0.2127956396197644,G70,0.01,1,IQAASL,Petit lac,
"('versoix', '2020-10-13')",versoix,2020-10-13,lac-leman,rhone,Versoix,Genève,l,0.0490196078431372,0.0,0.816032887975334,0.0463096960926193,0.1905424200278164,0.1510362366850275,0.2127956396197644,G70,0.04,2,IQAASL,Petit lac,
"('veveyse', '2015-11-27')",veveyse,2015-11-27,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.02,1,MCBP,Haut lac,
"('veveyse', '2015-12-01')",veveyse,2015-12-01,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.0,0,MCBP,Haut lac,
"('veveyse', '2015-12-07')",veveyse,2015-12-07,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.02,1,MCBP,Haut lac,
"('veveyse', '2015-12-14')",veveyse,2015-12-14,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.0,0,MCBP,Haut lac,
"('veveyse', '2016-01-08')",veveyse,2016-01-08,lac-leman,rhone,Vevey,Vaud,l,0.0,0.0563674321503131,0.960945529290853,0.0,0.015299026425591,0.1254568062780179,0.3903578496577231,G70,0.0,0,MCBP,Haut lac,
