loc_date,date,location,team,pcs_m,quantity
"('quai-maria-belgia', '2016-11-21')",2016-11-21,quai-maria-belgia,HD,22.34,826
"('quai-maria-belgia', '2016-12-20')",2016-12-20,quai-maria-belgia,HD,8.8,325
"('quai-maria-belgia', '2017-01-20')",2017-01-20,quai-maria-belgia,HD,1.0,37
"('quai-maria-belgia', '2017-04-03')",2017-04-03,quai-maria-belgia,HD,6.8500000000000005,253
"('quai-maria-belgia', '2017-06-08')",2017-06-08,quai-maria-belgia,HD,39.55,1463
"('quai-maria-belgia', '2017-07-26')",2017-07-26,quai-maria-belgia,HD,27.33,1010
"('quai-maria-belgia', '2017-09-30')",2017-09-30,quai-maria-belgia,HD,11.21,415
"('quai-maria-belgia', '2017-11-11')",2017-11-11,quai-maria-belgia,HD,12.24,453
"('quai-maria-belgia', '2018-02-11')",2018-02-11,quai-maria-belgia,HD,2.6900000000000004,99
"('quai-maria-belgia', '2018-03-25')",2018-03-25,quai-maria-belgia,HD,4.53,167
"('quai-maria-belgia', '2020-04-28')",2020-04-28,quai-maria-belgia,HD,6.94,305
"('quai-maria-belgia', '2020-05-31')",2020-05-31,quai-maria-belgia,HD,2.47,103
"('quai-maria-belgia', '2020-06-28')",2020-06-28,quai-maria-belgia,HD,6.56,270
"('quai-maria-belgia', '2020-07-21')",2020-07-21,quai-maria-belgia,HD,12.370000000000001,494
"('quai-maria-belgia', '2020-08-30')",2020-08-30,quai-maria-belgia,HD,6.26,258
"('quai-maria-belgia', '2020-09-27')",2020-09-27,quai-maria-belgia,HD,12.94,516
"('quai-maria-belgia', '2020-10-25')",2020-10-25,quai-maria-belgia,HD,5.54,262
"('quai-maria-belgia', '2020-11-30')",2020-11-30,quai-maria-belgia,HD,4.55,162
"('quai-maria-belgia', '2020-12-23')",2020-12-23,quai-maria-belgia,HD,3.5700000000000003,135
"('quai-maria-belgia', '2021-01-31')",2021-01-31,quai-maria-belgia,HD,6.89,298
"('quai-maria-belgia', '2021-02-28')",2021-02-28,quai-maria-belgia,HD,3.19,146
"('quai-maria-belgia', '2021-03-29')",2021-03-29,quai-maria-belgia,HD,5.39,214
"('rocky-plage', '2020-11-01')",2020-11-01,rocky-plage,EINT,0.68,99
"('rolle-plage', '2019-10-24')",2019-10-24,rolle-plage,SWE,9.75,146
"('saint-sulpice', '2018-11-06')",2018-11-06,saint-sulpice,SWE,8.19,147
"('tiger-duck-beach', '2018-10-16')",2018-10-16,tiger-duck-beach,SWE,77.1,1387
"('tiger-duck-beach', '2020-07-14')",2020-07-14,tiger-duck-beach,SWE,10.64,296
"('tiger-duck-beach', '2020-10-01')",2020-10-01,tiger-duck-beach,SWE,15.01,450
"('tiger-duck-beach', '2020-11-24')",2020-11-24,tiger-duck-beach,SWE,48.55,971
"('tiger-duck-beach', '2021-10-07')",2021-10-07,tiger-duck-beach,SWE,16.36,491
"('tolochenaz', '2020-05-19')",2020-05-19,tolochenaz,HD,5.35,186
"('versoix', '2016-11-17')",2016-11-17,versoix,EINT,9.16,1490
"('versoix', '2020-05-14')",2020-05-14,versoix,HD,4.46,226
"('versoix', '2020-08-04')",2020-08-04,versoix,HD,2.91,257
"('versoix', '2020-10-13')",2020-10-13,versoix,HD,1.96,100
"('veveyse', '2015-11-27')",2015-11-27,veveyse,HD,4.12,216
"('veveyse', '2015-12-01')",2015-12-01,veveyse,HD,0.9900000000000001,52
"('veveyse', '2015-12-07')",2015-12-07,veveyse,HD,3.66,193
"('veveyse', '2015-12-14')",2015-12-14,veveyse,HD,2.4699999999999998,129
"('veveyse', '2016-01-08')",2016-01-08,veveyse,HD,2.8,147
"('veveyse', '2016-01-15')",2016-01-15,veveyse,HD,2.78,145
"('veveyse', '2016-01-21')",2016-01-21,veveyse,HD,2.75,144
"('veveyse', '2016-02-09')",2016-02-09,veveyse,HD,2.4,126
"('veveyse', '2016-03-11')",2016-03-11,veveyse,HD,4.67,245
"('veveyse', '2016-04-02')",2016-04-02,veveyse,HD,4.6,243
"('veveyse', '2016-04-12')",2016-04-12,veveyse,HD,3.28,172
"('veveyse', '2016-04-19')",2016-04-19,veveyse,HD,4.71,248
"('veveyse', '2016-06-17')",2016-06-17,veveyse,HD,5.41,285
"('veveyse', '2016-11-14')",2016-11-14,veveyse,HD,3.4299999999999997,211
"('veveyse', '2016-11-28')",2016-11-28,veveyse,HD,6.43,303
"('veveyse', '2016-12-05')",2016-12-05,veveyse,HD,6.04,285
"('veveyse', '2017-01-05')",2017-01-05,veveyse,HD,6.82,292
"('vidy', '2016-06-07')",2016-06-07,vidy,HD,6.859999999999999,55
"('vidy-ruines', '2020-06-02')",2020-06-02,vidy-ruines,PC,10.559999999999999,201
"('vidy-ruines', '2020-06-30')",2020-06-30,vidy-ruines,PC,66.17,397
"('vidy-ruines', '2020-08-01')",2020-08-01,vidy-ruines,PC,18.6,93
"('vidy-ruines', '2020-09-02')",2020-09-02,vidy-ruines,PC,6.6000000000000005,33
"('vidy-ruines', '2020-12-01')",2020-12-01,vidy-ruines,PC,17.52,105
"('vidy-ruines', '2021-03-04')",2021-03-04,vidy-ruines,PC,11.58,93
"('vidy-ruines', '2021-04-15')",2021-04-15,vidy-ruines,PC,5.23,78
"('villa-barton', '2016-04-02')",2016-04-02,villa-barton,HD,17.12,240
"('villa-barton', '2016-04-10')",2016-04-10,villa-barton,HD,5.63,79
"('villa-barton', '2016-04-16')",2016-04-16,villa-barton,HD,3.97,56
"('villa-barton', '2016-04-22')",2016-04-22,villa-barton,HD,7.7,108
"('villa-barton', '2016-05-02')",2016-05-02,villa-barton,HD,3.6900000000000004,52
"('villa-barton', '2016-05-08')",2016-05-08,villa-barton,HD,4.680000000000001,66
"('villa-barton', '2016-06-05')",2016-06-05,villa-barton,HD,9.28,130
"('villa-barton', '2016-07-21')",2016-07-21,villa-barton,HD,12.57,176
"('villa-barton', '2016-07-22')",2016-07-22,villa-barton,HD,23.11,324
"('villa-barton', '2020-10-20')",2020-10-20,villa-barton,HD,6.81,115
"('villa-barton', '2021-01-22')",2021-01-22,villa-barton,HD,9.66,483
"('villa-barton', '2021-11-14')",2021-11-14,villa-barton,HD,9.07,537
