location,pcs_m,p
parc-des-pierrettes,14.39,0.8385650224215246
parc-des-pierrettes,6.15,0.5829596412556054
parc-des-pierrettes,5.3100000000000005,0.5022421524663677
parc-des-pierrettes,10.08,0.757847533632287
plage-de-st-sulpice,28.13,0.9506726457399103
plage-de-st-sulpice,8.92,0.7174887892376681
plage-de-st-sulpice,7.8500000000000005,0.6905829596412556
plage-de-st-sulpice,7.6499999999999995,0.6816143497757847
