OBJECTID,OBJORIG,DATEOFCHNG,GEWISSNR,NAMN,LAUFNR,BREITE,KLASSE,LINST,GWLNR,EXS,HOC,UUID,OBJORIG_YE,OBJVAL,slug,latitude,longitude,city,water_name,water,length
"13928",TLM,2018/05/31,"95",Le Rhône,"0","2","4",CH,CH0000950000,Not applicable,Natural,{6A146C47-EB3A-4284-981F-68E24630CEEF},"2018",Fluss,lavey-les-bains,46.205158699999998,7.012722000000000,Lavey-Morcles,Rhône,r,"3084"
"15492",TLM,2015/09/21,"37",Aare,"0","4","4",CH,CH0000370000,Naviguable and operational,Natural,{D0780531-7577-4B67-89E1-E7A900F70463},"2015",Fluss,aare_solothurn_nguyena,47.197749500000000,7.524224700000000,Solothurn,Aare,r,"2887"
"19913",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{79943F0F-8C1F-4633-84A8-4655D2C5B603},"2015",Fluss,birs_basel_grunern,47.551127600000001,7.622198800000000,Basel,Birs,r,"2236"
"20413",TLM,2020/07/01,"2122",Hochstaudenbach,"0","10","10",CH,CH0021220000,Not applicable,Natural,{93975D7B-4F28-4E53-BDD3-2112AC58DBAC},"2020",Fluss,goldach_goldach_schlachterj,47.473911100000002,9.459309400000000,Goldach,Goldach,r,"835"
"20161",GN200,2011/01/25,"690",Glatt,"0","7","6",CH,CH0006900000,Not applicable,Natural,{DE17D07E-AE92-4F68-B433-FEBB6538FAB8},"2010",Fluss,chriesbach_duebendorf_schneidera,47.402919500000003,8.605145800000004,Dübendorf,Chriesbach,r,"2714"
"15525",TLM,2019/08/13,"37",Aare,"0","4","4",CH,CH0000370000,Not applicable,Natural,{7F5FFE59-2849-49CC-A259-5C34819859EA},"2019",Fluss,gummligrabbe,46.989289999999997,7.250730000000000,Kallnach,Aare,r,"3375"
"15973",LK200,2005/01/01,"3749",Greifensee,"0","8","6",CH,CH0037490000,Not applicable,Natural,{8FAE693E-0CB3-4EFF-BE7B-23FD28780A15},"1998",Seeachse,greifensee_fallanden_meistery,47.360938099999998,8.653722800000002,Fällanden,Greifensee,l,"3"
"17368",TLM,2020/07/03,"1974",Giessen,"0","9","9",CH,CH0019740000,Not applicable,Natural,{A116F87D-7523-4589-BA5B-106C2BA577DF},"2020",Fluss,aare_suhrespitz_badert,47.405669199999998,8.066018000000000,Aarau,Aare,r,"1275"
"12757",GN200,2010/09/17,"471",Gürbe,"0","7","7",CH,CH0004710000,Not applicable,Natural,{FA1DF3C0-E0C8-4479-9B68-F8D9CB58B9C2},"2010",Fluss,aare_kehrsatz_stolten,46.923571899999999,7.488301100000000,Belp,Aare,r,"2569"
"16701",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{3A36870F-D186-478E-BED3-69E4FD7D1D07},"2001",Seeachse,seez_spennwiesenbrucke,47.114947999999998,9.310123000000001,Walenstadt,Seez,r,"10"
"11832",LK200,2005/01/01,"260",Le Seyon,"999","8","8",CH,CH0002600999,Not applicable,Natural,{26487E31-B142-4C65-B0FA-5268F647F421},"2001",Seeachse,plage-de-serriere,46.984850000000002,6.913450000000000,Neuchâtel,Neuenburgersee,l,"2006"
"19926",LK200,2005/01/01,"602",Kempt,"0","8","8",CH,CH0006020000,Not applicable,Natural,{F3B8B788-AE6C-4A3D-A9DA-8695AFA04B48},"2001",Fluss,grendelbach_effretikon_dambonec,47.425649100000001,8.690706199999999,Illnau-Effretikon,Grändelbach,r,"1581"
"16623",TLM,2020/07/14,"2826",Sumelenbach,"0","10","10",CH,CH0028260000,Not applicable,Natural,{276E2E35-5A35-48DA-8EC7-83699FBAA948},"2020",Fluss,pfafikon-bad,47.206766000000002,8.774182000000000,Freienbach,Zürichsee,l,"187"
"17742",TLM,2020/07/22,"243",Le Mujon,"0","9","9",CH,CH0002430000,Not applicable,Natural,{0365D996-8CE2-4BF4-8B63-1E05DFBB716F},"2020",Fluss,la-thiele_le-mujon_confluence,46.775340000000000,6.630900000000000,Yverdon-les-Bains,La Thièle,r,"1399"
"12451",TLM,2015/03/10,"1",Rhein,"9","4","4",CH,CH0000010009,Not applicable,Natural,{AACC571E-5F7A-468F-97AC-F8CA682D5FFB},"2015",Fluss,rhein_domatems_foppa_f,46.838037499999999,9.447638700000001,Domat/Ems,Rhein,r,"3979"
"12606",GN200,2010/09/28,"107",Le Boiron de Nyon,"999","9","9",CH,CH0001070999,Not applicable,Natural,{83B8E5AB-6AB1-4295-991B-72F6A6F08D9D},"2010",Seeachse,boiron,46.491029699999999,6.480161800000000,Tolochenaz,Lac Léman,l,"1586"
"18528",LK200,2005/01/01,"2818",Friesenbergbach,"0","10","10",CH,CH0028180000,Not applicable,Natural,{B6E87AE2-BE9A-4757-810C-82CD04A6480E},"1998",Fluss_U,sihl_zuerich_scherfs,47.373149499999997,8.532369800000000,Zürich,Sihl,r,"468"
"19632",TLM,2020/07/01,"2311",Hellbach,"0","10","10",CH,CH0023110000,Not applicable,Natural,{EDCFBC49-7E68-4EBC-A2A7-FAC5F0696D9E},"2020",Fluss,toss_winterthur-2,47.478707300000003,8.708426400000000,Winterthur,Töss,r,"438"
"15500",GN200,2010/09/17,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{2C18CF15-56C6-4E6E-A12E-5F38959B9654},"2010",Fluss,aare_kehrsatz_stolten,46.923571899999999,7.488301100000000,Belp,Aare,r,"3005"
"12841",GN200,2010/09/21,"1391",Wildbach,"0","9","9",CH,CH0013910000,Not applicable,Natural,{F4098AE8-58F5-4239-8EE1-4062C5B2E3EA},"2010",Fluss,aare_solothurn_nguyena,47.197749500000000,7.524224700000000,Solothurn,Aare,r,"1120"
"15459",GN200,2010/09/21,"37",Aare,"0","2","4",CH,CH0000370000,Not applicable,Natural,{6A5D35C1-8E4D-4A3F-8F93-3D4DA46F9A88},"2010",Fluss,aare_brugg_buchie,47.494855299999998,8.236558100000000,Brugg,Aare,r,"4277"
"15274",TLM,2020/06/22,"4639",N_P,"0","10","10",CH,CH0046390000,Not applicable,Natural,{6B09C5AF-90D8-46BC-9645-FA2B2A43E452},"2020",Fluss,gerra-gambarogno,46.123365999999997,8.785786000000000,Gambarogno,Lago Maggiore,l,"1830"
"15515",GN200,2010/08/10,"37",Aare,"0","3","4",CH,CH0000370000,Not applicable,Natural,{82B0317B-F488-4FD9-A78B-255D99F6F155},"2010",Fluss,aare_rupperswil_badert,47.410308999999998,8.112553699999999,Rupperswil,Aare,r,"4106"
"21513",LK200,2008/10/01,"199",La Veveyse,"999","8","8",CH,CH0001990999,Not applicable,Natural,{1E835158-30BA-4E0F-8527-3B1BE00AF707},"2008",Seeachse,arabie,46.462099000000002,6.834972000000000,Vevey,Lac Léman,l,"1762"
"16910",TLM,2020/07/02,"2294",Breitibach,"0","10","10",CH,CH0022940000,Not applicable,Natural,{D6CFBE79-6F17-41E6-8226-7F461BCBCEF9},"2020",Fluss,chriesbach_duebendorf_schneidera,47.402919500000003,8.605145800000004,Dübendorf,Chriesbach,r,"1176"
"19913",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{79943F0F-8C1F-4633-84A8-4655D2C5B603},"2015",Fluss,rhein_basel_hungerbuehlern,47.558217599999999,7.610348800000000,Basel,Rhein,r,"1343"
"20135",TLM,2010/02/25,"5670",Caprino,"999","10","10",CH,CH0056700999,Not applicable,Natural,{DFD2C7FD-92E9-4F03-9EEE-CDE6CA5757D1},"2009",Seeachse,caprino,45.987962699999997,8.986240700000000,Lugano,Lago di Lugano,l,"10"
"17863",TLM,2020/07/16,"444",Birsig,"0","8","8",CH,CH0004440000,Not applicable,Natural,{ACCDDF7A-4833-4380-A473-ED43BDF58420},"2020",Fluss,rhein_basel,47.556801800000002,7.601085600000000,Basel,Rhein,r,"1159"
"15492",TLM,2015/09/21,"37",Aare,"0","4","4",CH,CH0000370000,Naviguable and operational,Natural,{D0780531-7577-4B67-89E1-E7A900F70463},"2015",Fluss,aare-solothurn-lido-strand,47.196948999999996,7.521643000000000,Solothurn,Aare,r,"2938"
"19662",TLM,2020/07/16,"1400",Haslibach,"0","10","10",CH,CH0014000000,Not applicable,Natural,{D5E4328A-B8C2-41E3-A64D-29D7E3042C89},"2020",Fluss,mannewil,46.996381999999997,7.239024000000000,Kallnach,Aare,r,"1651"
"18873",TLM,2020/07/24,"4031",La Losentse,"0","9","9",CH,CH0040310000,Not applicable,Natural,{DE12A477-3D5F-41AE-B870-B6A26B3422E7},"2020",Fluss,les-glariers,46.176735999999998,7.228925000000000,Riddes,Rhône,r,"1100"
"14574",GN200,2006/11/08,"783",L'Eau Noire,"999","10","10",CH,CH0007830999,Not applicable,Natural,{57D310FF-62B8-470B-BB54-E22CE1CCE3C9},"2006",Seeachse,la-pecherie,46.463918700000001,6.385732100000000,Allaman,Lac Léman,l,"1024"
"16223",LK200,2005/01/01,"2524",Flybach,"999","9","9",CH,CH0025240999,Not applicable,Natural,{9EE05CA2-4C30-477B-A626-5B7D1423FC91},"1998",Seeachse,gasi-strand,47.128442000000000,9.110830999999999,Weesen,Walensee,l,"755"
"16654",TLM,2016/02/18,"339",Urnäsch,"0","8","7",CH,CH0003390000,Not applicable,Natural,{0502EABA-B773-43D5-AC05-6725FDC533A5},"2016",Fluss,urnaesch_urnaesch_meierr,47.325098599999997,9.295418800000000,Hundwil,Urnäsch,r,"3151"
"13639",TLM,2016/03/01,"616",Aabach,"0","7","8",CH,CH0006160000,Not applicable,Natural,{AC8806CC-9E86-4872-B73C-90DBEF631D3D},"2016",Fluss,schmerikon-bahnhof-strand,47.224780000000003,8.944179999999999,Schmerikon,Zürichsee,l,"2162"
"14079",TLM,2020/05/08,"2877",N_P,"0","9","9",CH,CH0028770000,Not applicable,Natural,{067C5EF9-7D1A-4F19-A0C8-7779DB61AB68},"2020",Fluss,sihl_menzingen_kucharska_magdalena,47.191501199999998,8.618421400000004,Menzingen,Sihl,r,"1149"
"11934",GN200,2011/01/05,"5492",Schanzengraben,"0","20","10",CH,CH0054920000,Not applicable,Man-made,{468A8729-37EB-4166-B900-EA314E63984B},"2009",Fluss,zurcher-strand,47.364199999999997,8.537419999999999,Zürich,Zürichsee,l,"1551"
"19913",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{79943F0F-8C1F-4633-84A8-4655D2C5B603},"2015",Fluss,birs_basel_laderachs,47.546049699999998,7.622598100000000,Basel,Birs,r,"2780"
"13640",TLM,2020/07/02,"1241",Schuelbächli,"0","10","10",CH,CH0012410000,Not applicable,Natural,{0226CDC6-42C3-49A2-BD22-920E3890D7D5},"2020",Fluss,langete_langenthal_geiserm,47.216533200000001,7.792304100000000,Langenthal,Langeten,r,"916"
"20521",GN200,2007/09/05,"56",Ticino,"0","3","4",CH,CH0000560000,Not applicable,Natural,{30611591-91E6-43DF-83C4-7FB2F6FFBE31},"2007",Fluss,magadino-lido,46.149348600000003,8.855662799999999,Gambarogno,Lago Maggiore,l,"261"
"16144",LK200,2005/01/01,"2048",Talerbach,"0","10","10",CH,CH0020480000,Not applicable,Natural,{DEC57BBD-285F-4B2D-A0A6-4121CDEC7751},"1998",Fluss,berlingen-swisslitterreport,47.672431199999998,9.011055300000001,Berlingen,Untersee,l,"1851"
"26455",TLM,2015/02/10,"690",Glatt,"0","7","6",CH,CH0006900000,Not applicable,Natural,{FEE1CEDF-203C-47E1-93ED-C4278F34FCF0},"2015",Fluss,greifensee_fallanden_meistery,47.360938099999998,8.653722800000002,Fällanden,Greifensee,l,"12"
"15762",GN200,2011/09/16,"349",Murgbach,"0","8","8",CH,CH0003490000,Not applicable,Natural,{71AC9BE9-D2A4-4BEB-AF8D-DA81DBB21805},"2011",Fluss,murg-bad,47.115307000000001,9.215691000000000,Quarten,Walensee,l,"1423"
"12788",TLM,2020/07/17,"1427",Giesse,"0","10","10",CH,CH0014270000,Not applicable,Natural,{0A3E3BBF-BFF2-44ED-B271-0301DB7A4BA2},"2020",Fluss,aare_bern_caveltin,46.923578800000001,7.473319100000000,Muri bei Bern,Aare,r,"2151"
"14761",LK200,2005/01/01,"3750",Zürichsee,"0","7","4",CH,CH0037500000,Not applicable,Natural,{519980C3-2A8C-4378-8311-601F61D5D009},"2001",Seeachse,aabach,47.220989000000003,8.940365000000000,Schmerikon,Zürichsee,l,"10"
"5330",Divers,2016/08/30,"-29998",Torrente Valle Erba Fredda,"998","90","9",N_A,N_A,Not applicable,Natural,{4CC1E8DA-AF67-450D-B61F-B4D2771F8FAC},"2016",Fluss,monte-generoso,45.929625000000001,9.019921000000000,Rovio,Alpes Lépontines,r,"655"
"12567",TLM,2020/06/17,"4642",N_P,"0","9","9",CH,CH0046420000,Not applicable,Natural,{DCED2632-6576-47A4-BFDD-A86F1C831E72},"2020",Fluss,vira-spiaggia-left-of-river,46.142899999999997,8.838407000000000,Gambarogno,Lago Maggiore,l,"2132"
"16487",TLM,2015/09/15,"691",Wildbach,"0","9","9",CH,CH0006910000,Not applicable,Natural,{534AFB46-39D4-4AC5-AC89-D3DD1FF83612},"2015",Fluss,zurichsee-feldeggstr-banningersand,47.359392200000002,8.547368199999999,Zürich,Zürichsee,l,"1462"
"16914",LK200,2005/01/01,"1474",Fitzligraben,"999","10","10",CH,CH0014740999,Not applicable,Natural,{91ABB47B-0689-4EFB-8CF5-EF7A59F0EA74},"1998",Seeachse,sundbach-strand,46.684386000000003,7.794768000000000,Beatenberg,Thunersee,l,"14"
"19610",GN200,2010/09/28,"160",La Mèbre,"0","8","8",CH,CH0001600000,Not applicable,Natural,{1B8BEE5A-5160-4309-A317-7E4FDAE33469},"2010",Fluss,vidy,46.514715500000001,6.598588400000000,Lausanne,Lac Léman,l,"533"
"13678",TLM,2017/02/22,"38",Reuss,"0","3","4",CH,CH0000380000,Not applicable,Natural,{BA983C87-DDA2-42FF-8F8F-A1D12F5D9594},"2017",Fluss,reuss_ottenbach_schoenenbergerl,47.278354499999999,8.394224200000000,Merenschwand,Reuss,r,"2953"
"18807",GN200,2011/01/05,"8866",Biembach,"0","8","7",CH,CH0088660000,Not applicable,Natural,{E18E71EF-46D7-4DF2-8EAF-681BBCA821FA},"2010",Fluss,schutzenmatte,47.057665999999998,7.634001000000000,Burgdorf,Emme,r,"2508"
"12891",TLM,2020/06/29,"4566",N_P,"0","10","10",CH,CH0045660000,Not applicable,Natural,{39FADCF5-361A-4DD2-89EC-66F0B5AEC305},"2020",Fluss,monte-generoso,45.929625000000001,9.019921000000000,Rovio,Alpes Lépontines,r,"218"
"12687",TLM,2020/07/16,"1277",Biberenbach,"0","8","8",CH,CH0012770000,Not applicable,Natural,{287A4D7E-AF03-4893-9B35-EF73E4F05D52},"2020",Fluss,emme_biberist_jennim,47.169220799999998,7.558994800000000,Biberist,Emme,r,"2196"
"14558",TLM,2020/07/07,"3301",Mulinbach,"0","9","9",CH,CH0033010000,Not applicable,Natural,{BFD4C06D-0088-4045-A776-2C7C493BAB61},"2020",Fluss,rhein_domatems_foppa_f,46.838037499999999,9.447638700000001,Domat/Ems,Rhein,r,"592"
"17367",LK200,2005/01/01,"1974",Giessen,"0","9","9",CH,CH0019740000,Not applicable,Natural,{D8C817AE-2506-4B12-BBC4-17D406A5173B},"1998",Fluss,aare_rupperswil_badert,47.410308999999998,8.112553699999999,Rupperswil,Aare,r,"3089"
"17399",LK200,2005/01/01,"2827",Sarenbach,"999","9","9",CH,CH0028270999,Not applicable,Natural,{6AF9A005-AE0F-46F2-98A6-F13D0C3D030B},"1998",Seeachse,pfafikon-bad,47.206766000000002,8.774182000000000,Freienbach,Zürichsee,l,"845"
"17499",GN200,2011/10/17,"1",Rhein,"0","1","4",CH,CH0000010000,Naviguable and operational,Natural,{B401D9AC-9572-42FD-A0DF-849730970D30},"2011",Fluss,birs_basel_laderachs,47.546049699999998,7.622598100000000,Basel,Birs,r,"632"
"16338",TLM,2020/07/14,"2533",Talbach (Mols),"0","9","9",CH,CH0025330000,Not applicable,Natural,{BC11EC05-CA01-4C23-904D-86582C5FACD5},"2020",Fluss,untertenzen,47.115259999999999,9.254780000000000,Quarten,Walensee,l,"164"
"22764",TLM,2015/09/21,"476",Kanal,"0","20","10",CH,CH0004760000,Not applicable,Man-made,{50B5019E-3329-41F3-BA59-7E4B47EC786C},"2015",Fluss,spackmatt,47.223748999999998,7.576711000000000,Luterbach,Aare,r,"1202"
"16700",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{778D5DB8-962E-4C52-88C6-82684C379BDD},"1998",Seeachse,linthdammweg,47.131790000000002,9.091910000000000,Weesen,Linthkanal,r,"18"
"19841",TLM,2020/01/27,"544",Worble,"0","8","8",CH,CH0005440000,Not applicable,Natural,{302430EA-4683-4AA3-9B32-43B3A6E71E14},"2019",Fluss,lotschebach_bern_scheurerk,46.964945999999998,7.492835900000000,Ostermundigen,Lötschebach,r,"2664"
"14211",LK200,2005/01/01,"624",Töss,"0","7","5",CH,CH0006240000,Not applicable,Natural,{349FBE4F-5BAA-4965-A75A-75E681DD873E},"1998",Fluss,toss_bauma_kurthe,47.370175699999997,8.867824900000000,Bauma,Töss,r,"2988"
"19926",LK200,2005/01/01,"602",Kempt,"0","8","8",CH,CH0006020000,Not applicable,Natural,{F3B8B788-AE6C-4A3D-A9DA-8695AFA04B48},"2001",Fluss,toss_winterthur-2,47.478707300000003,8.708426400000000,Winterthur,Töss,r,"1312"
"11832",LK200,2005/01/01,"260",Le Seyon,"999","8","8",CH,CH0002600999,Not applicable,Natural,{26487E31-B142-4C65-B0FA-5268F647F421},"2001",Seeachse,evole-plage,46.989477000000001,6.923920000000000,Neuchâtel,Neuenburgersee,l,"1790"
"15912",TLM,2021/06/11,"707",Kleine Emme,"0","5","5",CH,CH0007070000,Not applicable,Natural,{D0D4A615-913D-4969-BE19-C7224DB4B28D},"2021",Fluss,reuss_stkarli_linigersimhofy,47.057111800000001,8.287914499999999,Luzern,Reuss,r,"748"
"19609",GN200,2010/09/28,"160",La Mèbre,"0","9","8",CH,CH0001600000,Not applicable,Natural,{1A55C0F2-1664-437F-8DF2-DCF4A79CC16A},"2010",Fluss,plage-de-st-sulpice,46.513264999999997,6.570977000000000,Saint-Sulpice (VD),Lac Léman,l,"1080"
"13761",GN200,2009/05/20,"38",Reuss,"0","3","4",CH,CH0000380000,Not applicable,Natural,{2B43D6B6-EF1A-4331-859F-FC5EA8AF5D86},"2009",Seeachse,reuss,47.329869100000003,8.356849300000000,Bremgarten (AG),Reuss,r,"2714"
"14170",TLM,2015/09/15,"11023",Aabach,"999","8","8",CH,CH0110230999,Not applicable,Natural,{B768069C-2C1A-46D2-B0D9-976368E527E2},"2015",Seeachse,greifensee_uster_fischerb_1,47.350127399999998,8.689797199999999,Uster,Greifensee,l,"2438"
"13085",TLM,2020/06/29,"4728",N_P,"0","9","9",CH,CH0047280000,Not applicable,Natural,{A3BC323F-C611-4B4A-8A60-1C306CA5CAE1},"2020",Fluss,ascona-traghetto-spiaggia,46.153882000000003,8.768480000000000,Ascona,Lago Maggiore,l,"1227"
"16100",LK200,2005/01/01,"2533",Talbach (Mols),"999","9","9",CH,CH0025330999,Not applicable,Natural,{CE88B6ED-E604-48F6-87DD-69F0B6FC8CCB},"1998",Seeachse,mols-rocks,47.114343200000000,9.288173700000000,Quarten,Walensee,l,"616"
"19638",LK200,2005/01/01,"64",Cassarate,"999","7","7",CH,CH0000640999,Not applicable,Natural,{59418BDA-DCE1-4EA9-8826-3A576353AAD2},"2001",Seeachse,lugano-centro,46.002626999999997,8.950723999999999,Lugano,Lago di Lugano,l,"1375"
"19904",TLM,2015/09/21,"443",Birs,"0","5","5",CH,CH0004430000,Not applicable,Natural,{BBA30079-28CC-43A0-8929-3CA00D5C3881},"2015",Fluss,birs_reinach_dinuccin,47.503681700000001,7.607008500000000,Reinach (BL),Birs,r,"2771"
"15179",TLM,2015/03/09,"577",Sihl,"0","6","6",CH,CH0005770000,Not applicable,Natural,{139388A7-5449-42C7-8B9F-30EE044D8F65},"2015",Fluss,sihl_zuerich_scherfs,47.373149499999997,8.532369800000000,Zürich,Sihl,r,"3141"
"16771",LK200,2005/01/01,"2051",Anderbach,"0","9","8",CH,CH0020510000,Not applicable,Natural,{C5944F96-74AF-4471-B8AE-FEB7AB002995},"1998",Fluss,unterdsee_ermatingen_brunkem,47.672633300000001,9.081246200000001,Ermatingen,Untersee,l,"1818"
"20337",LK200,2005/01/01,"1001",Littibach,"0","9","9",CH,CH0010010000,Not applicable,Natural,{BE863230-90DD-4665-BC33-84A6C2CF3594},"1998",Fluss,lorze_baar_blarere,47.195401900000000,8.540236999999999,Baar,Lorze,r,"930"
"13496",TLM,2020/05/05,"8827",Rottenschwiler Kanal,"0","8","8",CH,CH0088270000,Not applicable,Natural,{7B2B85AE-9FC4-4DC8-BB30-74C9FFDBFC5A},"2020",Fluss,reuss,47.329869100000003,8.356849300000000,Bremgarten (AG),Reuss,r,"1360"
"18704",TLM,2015/09/21,"3233",Le Ticle,"0","9","9",CH,CH0032330000,Not applicable,Natural,{5C36F3CE-29F5-4197-9E2C-15D2DBBEDAAE},"2015",Fluss,sorne_birse_wwfjura,47.370986799999997,7.360909900000000,Delémont,Birs,r,"503"
"13392",TLM,2020/07/14,"2534",Talbach,"0","9","9",CH,CH0025340000,Not applicable,Natural,{EE4B1541-E920-4C46-A09B-E1506B62B498},"2020",Fluss,untertenzen,47.115259999999999,9.254780000000000,Quarten,Walensee,l,"1320"
"16218",TLM,2020/05/06,"1184",Pfaffnern,"0","8","8",CH,CH0011840000,Not applicable,Natural,{F25CA326-97C1-4DFA-81F1-E3C4C5DBBD54},"2020",Fluss,pfaffner_rothrist_ischik,47.298567800000001,7.899466400000000,Rothrist,Pfaffnern,r,"3208"
"15788",LK200,2005/01/01,"163",La Morges,"999","9","9",CH,CH0001630999,Not applicable,Natural,{D5E1FC51-7F16-493B-A4EC-2D432756C2F6},"1998",Seeachse,tolochenaz,46.497509500000000,6.482874700000000,Tolochenaz,Lac Léman,l,"523"
"13639",TLM,2016/03/01,"616",Aabach,"0","7","8",CH,CH0006160000,Not applicable,Natural,{AC8806CC-9E86-4872-B73C-90DBEF631D3D},"2016",Fluss,aabach,47.220989000000003,8.940365000000000,Schmerikon,Zürichsee,l,"1390"
"15334",TLM,2020/07/02,"11006",Aach (Arbon),"0","8","8",CH,CH0110060000,Not applicable,Natural,{65984360-A44F-4F3C-9C4C-25F329409335},"2020",Fluss,bodensee_steinach_dolder_a,47.506299200000001,9.436171399999999,Steinach,Bodensee,l,"1440"
"16908",TLM,2015/09/21,"277",La Thielle,"0","6","6",CH,CH0002770000,Not applicable,Natural,{5F0E7C4A-0770-4AE7-A5A7-F4B41005329E},"2015",Fluss,aare_post,47.116664999999998,7.271953000000000,Port,Nidau-Büren-Kanal,r,"229"
"14928",GN200,2006/11/14,"2129",Dorfbach,"0","9","9",CH,CH0021290000,Not applicable,Natural,{F85F7D72-92D7-4D75-8424-26305261E57A},"2006",Fluss,goldach_goldach_schlachterj,47.473911100000002,9.459309400000000,Goldach,Goldach,r,"2303"
"16700",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{778D5DB8-962E-4C52-88C6-82684C379BDD},"1998",Seeachse,linth_mollis,47.131369999999997,9.094768000000000,Glarus Nord,Linthkanal,r,"18"
"12841",GN200,2010/09/21,"1391",Wildbach,"0","9","9",CH,CH0013910000,Not applicable,Natural,{F4098AE8-58F5-4239-8EE1-4062C5B2E3EA},"2010",Fluss,aare-solothurn-lido-strand,47.196948999999996,7.521643000000000,Solothurn,Aare,r,"1120"
"17492",GN200,2011/10/17,"1",Rhein,"0","1","4",CH,CH0000010000,Naviguable and operational,Natural,{EA5FEA7A-BB8E-42BF-87A2-CEC7ECB3DF0E},"2011",Fluss,rhein_basel,47.556801800000002,7.601085600000000,Basel,Rhein,r,"3188"
"16463",LK200,2005/01/01,"4778",Ob. Chatzensee,"0","9","9",CH,CH0047780000,Not applicable,Natural,{90E978F2-A41A-4A49-B537-3BDC3F06C2DD},"2001",Seeachse,katzensee_regensdorfzuerichaffoltern_stueberj,47.431128100000002,8.492924300000000,Zürich,Katzensee,l,"15"
"13396",TLM,2020/07/14,"2544",Acherbach,"0","10","10",CH,CH0025440000,Not applicable,Natural,{1BE96FC0-BF11-41B1-974C-E3E40880C3EC},"2020",Fluss,seez_spennwiesenbrucke,47.114947999999998,9.310123000000001,Walenstadt,Seez,r,"506"
"19057",TLM,2022/05/02,"11062",N_P,"0","20","10",CH,CH0110620000,Not applicable,Man-made,{5F6E985A-DD82-40C9-903D-48E40FEC7B4D},"2022",Fluss,gasi-strand,47.128442000000000,9.110830999999999,Weesen,Walensee,l,"877"
"17498",ERM,2005/01/01,"1",Rhein,"0","1","4",CH,CH0000010000,Naviguable and operational,Natural,{4A5F28C9-9743-4A8F-8342-D75873025BDD},"2007",Fluss,birs_basel_grunern,47.551127600000001,7.622198800000000,Basel,Birs,r,"3496"
"18904",TLM,2020/01/28,"8870",St. Alban-Teich,"0","7","8",CH,CH0088700000,Not applicable,Natural,{D6A64CE9-085A-47A9-B029-AD65406DED89},"2019",Fluss,birs_basel_grunern,47.551127600000001,7.622198800000000,Basel,Birs,r,"2613"
"13058",GN200,2005/09/15,"2455",Linth,"0","5","5",CH,CH0024550000,Not applicable,Natural,{85CD682C-1860-4D5B-8FBD-30E77688F44E},"2004",Fluss,gasi-strand,47.128442000000000,9.110830999999999,Weesen,Walensee,l,"2053"
"16701",LK200,2005/01/01,"3584",Walensee,"0","6","6",CH,CH0035840000,Not applicable,Natural,{3A36870F-D186-478E-BED3-69E4FD7D1D07},"2001",Seeachse,seez,47.119830000000000,9.300250999999999,Walenstadt,Seez,r,"10"
"14196",TLM,2020/01/28,"4129",Gulantschi,"0","9","9",CH,CH0041290000,Not applicable,Natural,{9D7184E6-DDE9-424C-ABBE-81FBB26DFFC2},"2019",Fluss,tschilljus,46.304398999999997,7.580262000000000,Salgesch,Rhône,r,"1991"
"15502",TLM,2015/09/21,"37",Aare,"0","5","4",CH,CH0000370000,Not applicable,Natural,{D93144FF-FB47-49E3-9F0C-28C58BC9B0F5},"2015",Fluss,aarezufluss_bern_scheurerk,46.971009700000003,7.452789700000000,Bern,Aare,r,"8123"
"19119",TLM,2015/09/21,"807",La Scheulte,"0","7","7",CH,CH0008070000,Not applicable,Natural,{4A9D547D-E21E-4315-84B1-BFF56DD87977},"2015",Fluss,sorne_birse_wwfjura,47.370986799999997,7.360909900000000,Delémont,Birs,r,"384"
"14141",TLM,2015/10/29,"11100",N_P,"0","20","10",CH,CH0111000000,Not applicable,Man-made,{BEA4FDE7-67E5-4603-B6D1-F9A96453367E},"2015",Fluss,via-brunari-spiaggia,46.202350000000003,9.016909999999999,Bellinzona,Ticino,r,"2894"
"13396",TLM,2020/07/14,"2544",Acherbach,"0","10","10",CH,CH0025440000,Not applicable,Natural,{1BE96FC0-BF11-41B1-974C-E3E40880C3EC},"2020",Fluss,walensee_walenstadt_wysse,47.121828200000003,9.299551700000000,Walenstadt,Walensee,l,"506"
"29671",TLM,2020/07/24,"189",Torrent de Saint-Barthélemy,"0","9","9",CH,CH0001890000,Not applicable,Natural,{8056B6F6-73A1-4D58-A921-F3A10E9A2002},"2020",Fluss,lavey-la-source,46.200803999999998,7.021866000000000,Lavey-Morcles,Rhône,r,"1033"
"12141",TLM,2020/07/16,"1410",Mülibach,"0","10","10",CH,CH0014100000,Not applicable,Natural,{EA8BACF0-705B-4E5E-8AB1-01D7EC820B6B},"2020",Fluss,bielersee_vinelz_fankhausers,47.038398399999998,7.108311400000000,Vinelz,Bielersee,l,"1324"
