OBJORIG_YE,OBJORIG,OBJECTID,DATEOFCHNG,NAMN1,NAMN2,UUID,OBJVAL,NLN1,NLN2,slug,latitude,longitude,city,water_name,water,area
"2019",TLM,"12516",2019/06/28,N_A,N_A,{12CC51E4-CAF6-47C4-9786-0350D9EC8909},Fels,N_A,N_A,pacha-mama-gerra,46.123472999999997,8.783507999999999,Gambarogno,Lago Maggiore,l,"72218"
"1993",LK200,"13179",2005/01/01,N_A,N_A,{1CBEB3FD-EE53-4E66-90E2-AAA3DA546904},Fels,N_A,N_A,caprino,45.987962699999997,8.986240700000000,Lugano,Lago di Lugano,l,"307105"
"1993",LK200,"13204",2005/01/01,N_A,N_A,{E775A4B2-816C-4C11-B40E-57758807BBE7},Fels,N_A,N_A,caprino,45.987962699999997,8.986240700000000,Lugano,Lago di Lugano,l,"44472"
"1993",LK200,"13252",2005/01/01,N_A,N_A,{E11377F0-94C2-4110-BA57-ED71DE94DF95},Fels,N_A,N_A,caprino,45.987962699999997,8.986240700000000,Lugano,Lago di Lugano,l,"17050"
"2019",TLM,"13465",2019/07/01,N_A,N_A,{38D2BE8A-7BBE-43CA-BDB8-42AC78146348},Fels,N_A,N_A,monte-generoso,45.929625000000001,9.019921000000000,Rovio,Alpes Lépontines,r,"1237593"
"1993",LK200,"13588",2005/01/01,N_A,N_A,{2CFA722B-E733-4145-AE1D-E7EB000CA399},Fels,N_A,N_A,monte-generoso,45.929625000000001,9.019921000000000,Rovio,Alpes Lépontines,r,"63791"
"1993",LK200,"16139",2022/05/31,N_A,N_A,{72EDA68F-F667-416C-A801-54465D92A4BB},Geroell,N_A,N_A,vorderrhein_disentis_schmidn,46.698273899999997,8.857837300000000,Disentis/Mustér,Vorderrhein,r,"2276"
"2019",TLM,"19835",2019/09/09,Schlossweier,N_A,{C4BF4394-FEF6-4271-97B5-69BAC8538829},See,GER,N_A,goldach_goldach_schlachterj,47.473911100000002,9.459309400000000,Goldach,Goldach,r,"19726"
"2009",GN200,"19852",2010/12/06,Oberer Chatzensee,N_A,{C8438A6B-7878-4920-AE02-D549A60BF2D9},See,GER,N_A,katzenbach_zuerich_sanesim,47.428472800000002,8.513088000000000,Zürich,Katzensee,l,"77175"
"2009",GN200,"19852",2010/12/06,Oberer Chatzensee,N_A,{C8438A6B-7878-4920-AE02-D549A60BF2D9},See,GER,N_A,katzensee_regensdorfzuerichaffoltern_stueberj,47.431128100000002,8.492924300000000,Zürich,Katzensee,l,"146141"
"2010",GN200,"19856",2010/12/06,Unterer Chatzensee,N_A,{4D66134D-597B-495B-BC3C-E854DD403324},See,GER,N_A,katzensee_regensdorfzuerichaffoltern_stueberj,47.431128100000002,8.492924300000000,Zürich,Katzensee,l,"183802"
"2021",TLM,"19869",2021/06/17,Gübsensee,N_A,{E0DD4BF0-E63E-4632-B540-94D274F128AF},Stausee,GER,N_A,sitter_stgallen_jennya,47.410242400000001,9.320376000000000,St. Gallen,Sitter,r,"90027"
"2019",Divers,"19879",2019/09/02,Greifensee,N_A,{EC592FDE-6E4B-4CCD-A02D-6D71E7F671D2},See,GER,N_A,greifensee_fallanden_meistery,47.360938099999998,8.653722800000002,Fällanden,Greifensee,l,"2264442"
"2019",Divers,"19879",2019/09/02,Greifensee,N_A,{EC592FDE-6E4B-4CCD-A02D-6D71E7F671D2},See,GER,N_A,greifensee_fallanden_simmenc,47.359714099999998,8.654843300000000,Fällanden,Greifensee,l,"2356816"
"2019",Divers,"19879",2019/09/02,Greifensee,N_A,{EC592FDE-6E4B-4CCD-A02D-6D71E7F671D2},See,GER,N_A,greifensee_greifensee_simmenc,47.363572300000001,8.675699099999999,Greifensee,Greifensee,l,"3128182"
"2019",Divers,"19879",2019/09/02,Greifensee,N_A,{EC592FDE-6E4B-4CCD-A02D-6D71E7F671D2},See,GER,N_A,greifensee_maur_simmenc,47.332386399999997,8.685514599999999,Maur,Greifensee,l,"2499870"
"2019",Divers,"19879",2019/09/02,Greifensee,N_A,{EC592FDE-6E4B-4CCD-A02D-6D71E7F671D2},See,GER,N_A,greifensee_uster_fischerb_-2,47.347436000000002,8.689880499999999,Uster,Greifensee,l,"2640045"
"2019",Divers,"19879",2019/09/02,Greifensee,N_A,{EC592FDE-6E4B-4CCD-A02D-6D71E7F671D2},See,GER,N_A,greifensee_uster_fischerb_1,47.350127399999998,8.689797199999999,Uster,Greifensee,l,"2550310"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,aabach,47.220989000000003,8.940365000000000,Schmerikon,Zürichsee,l,"1867613"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,jona-river-rastplatz,47.216099999999997,8.844429999999999,Rapperswil-Jona,Jona,r,"3724838"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,kusnachter-dorfbach-tobelweg-1-4,47.317770000000003,8.588258000000000,Küsnacht (ZH),Dorfbach,r,"1094642"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,pfafikon-bad,47.206766000000002,8.774182000000000,Freienbach,Zürichsee,l,"2699237"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,rastplatz-stampf,47.215176999999997,8.844286000000000,Rapperswil-Jona,Zürichsee,l,"3955722"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,schmerikon-bahnhof-strand,47.224780000000003,8.944179999999999,Schmerikon,Zürichsee,l,"1231881"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,sihl_zuerich_scherfs,47.373149499999997,8.532369800000000,Zürich,Sihl,r,"199172"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,strandbeiz,47.215861699999998,8.843098400000002,Rapperswil-Jona,Zürichsee,l,"3769992"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zuerichsee_maennedorf_vanderkaadene,47.254753999999998,8.687503800000000,Männedorf,Zürichsee,l,"2569379"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zuerichsee_richterswil_benkoem_2,47.217645800000000,8.698713300000000,Richterswil,Zürichsee,l,"3044103"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zuerichsee_staefa_hennm,47.234643100000000,8.769881399999999,Stäfa,Zürichsee,l,"2779186"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zuerichsee_waedenswil_colomboc_1,47.219546800000003,8.691961100000000,Richterswil,Zürichsee,l,"2549428"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zuerichsee_zurich_kullg,47.353957299999998,8.550474299999999,Zürich,Zürichsee,l,"3047766"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zurcher-strand,47.364199999999997,8.537419999999999,Zürich,Zürichsee,l,"1071754"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zurichsee-feldeggstr-banningersand,47.359392200000002,8.547368199999999,Zürich,Zürichsee,l,"1960028"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zurichsee_kusnachterhorn_thirkell-whitej,47.317684900000003,8.576860200000000,Küsnacht (ZH),Zürichsee,l,"3205106"
"2010",GN200,"19882",2010/12/06,Zürichsee,N_A,{7FE26EE9-4841-4814-A9AC-EFE7FBAB078F},See,GER,N_A,zurichsee_wollishofen_langendorfm,47.345889900000003,8.536154500000000,Zürich,Zürichsee,l,"2352699"
"2017",TLM,"19885",2017/03/08,N_A,N_A,{6E2AC645-A9D4-4421-ADFE-2DD4361B1A50},See,N_A,N_A,greifensee_uster_fischerb_-2,47.347436000000002,8.689880499999999,Uster,Greifensee,l,"28274"
"2017",TLM,"19885",2017/03/08,N_A,N_A,{6E2AC645-A9D4-4421-ADFE-2DD4361B1A50},See,N_A,N_A,greifensee_uster_fischerb_1,47.350127399999998,8.689797199999999,Uster,Greifensee,l,"19846"
"2019",TLM,"19892",2019/09/09,Flachsee,N_A,{1BF170E5-2F5A-42A7-8B7A-8891C1CA23FB},Stausee,GER,N_A,reuss,47.329869100000003,8.356849300000000,Bremgarten (AG),Reuss,r,"404307"
"2020",TLM,"19945",2020/05/12,Zugersee,N_A,{26A5DDF0-4C08-45AF-8C04-5E7E5EA40CA3},See,GER,N_A,zugersee_immensee_guedesd,47.106686900000000,8.478881200000000,Meierskappel,Zugersee,l,"3302996"
"2020",TLM,"19945",2020/05/12,Zugersee,N_A,{26A5DDF0-4C08-45AF-8C04-5E7E5EA40CA3},See,GER,N_A,zugerseecholler_cham_blarerm,47.178215700000003,8.480012800000004,Zug,Zugersee,l,"3050923"
"2018",TLM,"19950",2018/04/04,Sempachersee,N_A,{520425BC-64C2-45FB-8F65-91E9D46F4316},See,GER,N_A,sempachersee_sempach_tampec,47.128618099999997,8.191873700000000,Sempach,Sempachsee,l,"2099827"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,flibach-river-right-bank,47.133741999999998,9.105461000000000,Weesen,Walensee,l,"1614467"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,gasi-strand,47.128442000000000,9.110830999999999,Weesen,Walensee,l,"2045041"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,linth_mollis,47.131369999999997,9.094768000000000,Glarus Nord,Linthkanal,r,"613762"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,linth_route9brucke,47.125729999999997,9.117340000000000,Glarus Nord,Escherkanal,r,"2172059"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,linthdammweg,47.131790000000002,9.091910000000000,Weesen,Linthkanal,r,"440445"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,mols-rocks,47.114343200000000,9.288173700000000,Quarten,Walensee,l,"2330713"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,muhlehorn-dorf,47.118448000000001,9.172124000000000,Glarus Nord,Walensee,l,"2687016"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,murg-bad,47.115307000000001,9.215691000000000,Quarten,Walensee,l,"3323765"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,seeflechsen,47.130222900000000,9.103399599999999,Glarus Nord,Walensee,l,"1349987"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,seemuhlestrasse-strand,47.128639999999997,9.295100000000000,Walenstadt,Walensee,l,"2075175"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,seez,47.119830000000000,9.300250999999999,Walenstadt,Seez,r,"1790118"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,seez_spennwiesenbrucke,47.114947999999998,9.310123000000001,Walenstadt,Seez,r,"325574"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,untertenzen,47.115259999999999,9.254780000000000,Quarten,Walensee,l,"3012081"
"2009",GN200,"19961",2009/04/29,Walensee,N_A,{39BF28C3-688F-41D6-9C5D-6D015F6D0847},See,GER,N_A,walensee_walenstadt_wysse,47.121828200000003,9.299551700000000,Walenstadt,Walensee,l,"1906984"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,bielersee_vinelz_fankhausers,47.038398399999998,7.108311400000000,Vinelz,Bielersee,l,"1927833"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,camp-des-peches,47.052812000000003,7.074053000000000,Le Landeron,Bielersee,l,"1451835"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,erlach-camping-strand,47.047159000000001,7.097854000000000,Erlach,Bielersee,l,"3544635"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,gals-reserve,47.046271900000001,7.085007500000000,Gals,Bielersee,l,"2192582"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,ligerz-strand,47.083978999999999,7.135894000000000,Ligerz,Bielersee,l,"2520206"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,luscherz-plage,47.047955100000003,7.151242000000000,Lüscherz,Bielersee,l,"3040704"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,luscherz-two,47.047519000000001,7.152829200000000,Lüscherz,Bielersee,l,"2792039"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,mullermatte,47.133338999999999,7.227907000000000,Biel/Bienne,Bielersee,l,"1243395"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,nidau-strand,47.127195999999998,7.232613000000000,Nidau,Bielersee,l,"1440337"
"2018",TLM,"19969",2018/04/23,Bielersee,Lac de Bienne,{0B347494-042E-4B57-909D-C547048DCB05},See,GER,FRE,strandboden-biel,47.132510000000003,7.233142000000000,Biel/Bienne,Bielersee,l,"1072981"
"2019",TLM,"19994",2020/05/12,Vierwaldstättersee,N_A,{D1C22454-F97F-46ED-90A8-3CE66A1433CB},See,GER,N_A,vierwaldstattersee_weggis_schoberls_1,47.044532099999998,8.418568900000000,Weggis,Vierwaldstättersee,l,"2483559"
"2019",TLM,"19994",2020/05/12,Vierwaldstättersee,N_A,{D1C22454-F97F-46ED-90A8-3CE66A1433CB},See,GER,N_A,vierwaldstattersee_weggis_schoberls_2,47.043953000000002,8.417307599999999,Weggis,Vierwaldstättersee,l,"2564816"
"2019",TLM,"19994",2020/05/12,Vierwaldstättersee,N_A,{D1C22454-F97F-46ED-90A8-3CE66A1433CB},See,GER,N_A,vierwaldstattersee_weggis_schoberls_3,47.029956599999998,8.410800999999999,Weggis,Vierwaldstättersee,l,"3191930"
"2009",GN200,"19997",2009/04/29,Rotsee,N_A,{D431BAA1-F28D-40C8-AF17-0D66002860A5},See,GER,N_A,reuss_stkarli_linigersimhofy,47.057111800000001,8.287914499999999,Luzern,Reuss,r,"18287"
"1993",LK200,"20055",2005/01/01,Egelmösli,N_A,{9730C7D0-EA25-46B3-9C0C-9E6A7EB7E472},See,GER,N_A,aare_koniz_hoppej,46.934588499999997,7.458170300000000,Köniz,Aare,r,"11587"
"2019",TLM,"20081",2019/09/30,Kleinhöchstettenau,N_A,{D29D75B2-47EB-4122-94A1-62B1B0797F42},See,GER,N_A,oberi-chlihochstetten,46.896025000000002,7.532114000000000,Rubigen,Aare,r,"72592"
"2013",TLM,"20173",2014/02/13,Brienzersee,N_A,{9F36E631-5F22-46C8-B50E-A00362F584CD},See,GER,N_A,hafeli,46.690283399999998,7.898592200000000,Bönigen,Brienzersee,l,"2395388"
"2013",TLM,"20173",2014/02/13,Brienzersee,N_A,{9F36E631-5F22-46C8-B50E-A00362F584CD},See,GER,N_A,oben-am-see,46.744451069999997,8.049921100000002,Brienz (BE),Brienzersee,l,"1523110"
"2013",TLM,"20173",2014/02/13,Brienzersee,N_A,{9F36E631-5F22-46C8-B50E-A00362F584CD},See,GER,N_A,wycheley,46.740369999999999,8.048640000000002,Brienz (BE),Brienzersee,l,"1392073"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,augustmutzenbergstrandweg,46.686639999999997,7.689760000000000,Spiez,Thunersee,l,"2347851"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,camping-gwatt-strand,46.727139999999999,7.629620000000000,Thun,Thunersee,l,"2563168"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,delta-park,46.720078000000001,7.635304000000000,Spiez,Thunersee,l,"2802753"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,sundbach-strand,46.684386000000003,7.794768000000000,Beatenberg,Thunersee,l,"2582082"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,thun-strandbad,46.739939000000000,7.633520000000000,Thun,Thunersee,l,"2374332"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,thunersee_spiez_meierd_1,46.704436800000003,7.657882400000000,Spiez,Thunersee,l,"3259511"
"2013",TLM,"20185",2016/03/21,Thunersee,N_A,{4B88A225-AF3B-47C7-B7B7-AFD18CC6348A},See,GER,N_A,weissenau-neuhaus,46.676583000000001,7.817528000000000,Unterseen,Thunersee,l,"2847715"
"2019",TLM,"20209",2019/09/17,Burgseewli,N_A,{9136A705-643B-4643-87BD-AE8EB67AD9B1},See,GER,N_A,hafeli,46.690283399999998,7.898592200000000,Bönigen,Brienzersee,l,"36490"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,anarchy-beach,46.447215999999997,6.859612000000000,La Tour-de-Peilz,Lac Léman,l,"3756955"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,arabie,46.462099000000002,6.834972000000000,Vevey,Lac Léman,l,"3007558"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,baby-plage-geneva,46.208557999999996,6.162923000000000,Genève,Lac Léman,l,"2142490"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,baby-plage-ii-geneve,46.208939999999998,6.164330000000000,Genève,Lac Léman,l,"2255579"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,bain-des-dames,46.450506799999999,6.858091800000000,La Tour-de-Peilz,Lac Léman,l,"3086283"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,baye-de-clarens,46.439787000000003,6.888903000000000,Montreux,Lac Léman,l,"3154249"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,baye-de-montreux-d,46.430962000000001,6.908673000000000,Montreux,Lac Léman,l,"3391717"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,baye-de-montreux-g,46.430833999999997,6.908778000000000,Montreux,Lac Léman,l,"3406857"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,boiron,46.491029699999999,6.480161800000000,Tolochenaz,Lac Léman,l,"3753554"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,cully-plage,46.488886600000001,6.741396100000000,Bourg-en-Lavaux,Lac Léman,l,"2230794"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,grand-clos,46.387746000000000,6.843686000000000,Saint-Gingolph,Lac Léman,l,"2979104"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,jardin-botanique,46.225908799999999,6.149357200000000,Genève,Lac Léman,l,"2464734"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,la-morges,46.504063000000002,6.494099000000000,Morges,Lac Léman,l,"3017544"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,la-pecherie,46.463918700000001,6.385732100000000,Allaman,Lac Léman,l,"2420557"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,lacleman_gland_kubela,46.402869299999999,6.281935800000000,Gland,Lac Léman,l,"2741919"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,lacleman_gland_lecoanets,46.402810600000002,6.281958600000000,Gland,Lac Léman,l,"2754255"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,lacleman_vidy_santie,46.518317799999998,6.589607800000000,Lausanne,Lac Léman,l,"2123904"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,le-pierrier,46.439726999999998,6.888968000000000,Montreux,Lac Léman,l,"3165089"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,le-port,46.452244999999998,6.855180000000000,La Tour-de-Peilz,Lac Léman,l,"2925599"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,maladaire,46.446295999999997,6.876960000000000,La Tour-de-Peilz,Lac Léman,l,"2241341"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,ognonnaz-1,46.459941299999997,6.859134100000000,Vevey,Ognonnaz,r,"686499"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,oyonne,46.456682000000001,6.852262000000000,La Tour-de-Peilz,Lac Léman,l,"2107183"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,parc-des-pierrettes,46.515214999999998,6.575531000000000,Saint-Sulpice (VD),Lac Léman,l,"2742974"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,pierrier-sud,46.439560100000001,6.891000100000000,Montreux,Lac Léman,l,"3040760"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,plage-de-dorigny,46.518169000000000,6.583319000000000,Saint-Sulpice (VD),Lac Léman,l,"2190097"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,plage-de-st-sulpice,46.513264999999997,6.570977000000000,Saint-Sulpice (VD),Lac Léman,l,"2867601"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,preverenges,46.512689999999999,6.527657000000000,Préverenges,Lac Léman,l,"2617204"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,preverenges-le-sout,46.508904899999997,6.534526300000000,Préverenges,Lac Léman,l,"3243127"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,quai-maria-belgia,46.460155999999998,6.836718000000000,Vevey,Lac Léman,l,"3327714"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,rocky-plage,46.209736749999998,6.164952370000000,Genève,Lac Léman,l,"2424914"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,rolle-plage,46.461300000000001,6.349739000000000,Rolle,Lac Léman,l,"2526854"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,saint-sulpice,46.507807999999997,6.545344000000000,Saint-Sulpice (VD),Lac Léman,l,"3052050"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,tiger-duck-beach,46.518256000000001,6.582546000000000,Saint-Sulpice (VD),Lac Léman,l,"2156221"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,tolochenaz,46.497509500000000,6.482874700000000,Tolochenaz,Lac Léman,l,"2628810"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,versoix,46.289194000000002,6.170569300000000,Versoix,Lac Léman,l,"2838693"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,veveyse,46.461022000000000,6.834983000000000,Vevey,Lac Léman,l,"3277684"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,vidy,46.514715500000001,6.598588400000000,Lausanne,Lac Léman,l,"2827695"
"2021",TLM,"20372",2021/07/30,Le Léman,N_A,{233D4004-90A8-4F91-AF72-E487BD0F428F},See,FRE,N_A,vidy-ruines,46.516221000000002,6.596279000000000,Lausanne,Lac Léman,l,"2525301"
