OBJECTID,UUID,DATUM_AEND,OBJEKTART,KANTONSNUM,KANTONSFLA,NAME,ICC,EINWOHNERZ,slug,water_name,water
"116",{120D6732-2A5F-4DB5-A1C1-217AED199A49},2009/03/25,Kanton,CH03000000,1493.539999999999964,Luzern,CH,"416347",vierwaldstattersee_weggis_schoberls_3,Vierwaldstättersee,l
"116",{120D6732-2A5F-4DB5-A1C1-217AED199A49},2009/03/25,Kanton,CH03000000,1493.539999999999964,Luzern,CH,"416347",zugersee_immensee_guedesd,Zugersee,l
"118",{85BC7305-C119-45CB-9473-56ABF920576F},2009/03/25,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",berlingen-swisslitterreport,Untersee,l
"118",{85BC7305-C119-45CB-9473-56ABF920576F},2009/03/25,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",bodensee_arbon_moslis,Bodensee,l
"118",{85BC7305-C119-45CB-9473-56ABF920576F},2009/03/25,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",mammern-swisslitterreport,Untersee,l
"118",{85BC7305-C119-45CB-9473-56ABF920576F},2009/03/25,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",murg_waengi_strickerr,Murg,r
"118",{85BC7305-C119-45CB-9473-56ABF920576F},2009/03/25,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",thur_schoenenberg_schaera,Thur,r
"118",{85BC7305-C119-45CB-9473-56ABF920576F},2009/03/25,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",unterdsee_ermatingen_brunkem,Untersee,l
"119",{AEFA8193-FB24-439B-8BAF-3D6B796506D1},2017/12/18,Kanton,CH20000000,995.000000000000000,Thurgau,CH,"282909",bodensee_horn_huberm,Bodensee,l
"121",{5B677A86-7B2E-41B8-802B-4819E2975C10},2013/01/14,Kanton,CH26000000,838.700000000000045,Jura,CH,"73709",sorne_birse_wwfjura,Birs,r
"123",{3393CC08-D148-4CA6-92F1-A583C684AA5A},2009/03/25,Kanton,CH18000000,7107.250000000000000,Graubünden,CH,"200096",inn_pradella_kohlt,Inn,r
"123",{3393CC08-D148-4CA6-92F1-A583C684AA5A},2009/03/25,Kanton,CH18000000,7107.250000000000000,Graubünden,CH,"200096",rhein_domatems_foppa_f,Rhein,r
"123",{3393CC08-D148-4CA6-92F1-A583C684AA5A},2009/03/25,Kanton,CH18000000,7107.250000000000000,Graubünden,CH,"200096",vorderrhein_disentis_schmidn,Vorderrhein,r
"124",{EBFC35F6-F42D-4B7E-A866-4342891471BF},2009/03/25,Kanton,CH15000000,243.020000000000010,Appenzell Ausserrhoden,CH,"55309",urnaesch_urnaesch_meierr,Urnäsch,r
"125",{6D6A4692-C6F8-4F14-BB37-1765329E0876},2009/03/25,Kanton,CH16000000,172.310000000000002,Appenzell Innerrhoden,CH,"16293",,,
"126",{787FD9D7-AB32-4FD2-9007-2776BD6EE0DC},2009/03/25,Kanton,CH16000000,172.310000000000002,Appenzell Innerrhoden,CH,"16293",,,
"127",{C626C75F-2BCE-47F1-B7C8-A73EA914E4FC},2009/03/25,Kanton,CH16000000,172.310000000000002,Appenzell Innerrhoden,CH,"16293",,,
"128",{D30F3920-7B60-4227-B39B-DC0901E390B9},2009/03/25,Kanton,CH12000000,36.930000000000000,Basel-Stadt,CH,"196735",birskopfli-rusco,Birs,r
"128",{D30F3920-7B60-4227-B39B-DC0901E390B9},2009/03/25,Kanton,CH12000000,36.930000000000000,Basel-Stadt,CH,"196735",rhein-beach-tinguely,Rhein,r
"128",{D30F3920-7B60-4227-B39B-DC0901E390B9},2009/03/25,Kanton,CH12000000,36.930000000000000,Basel-Stadt,CH,"196735",rhein_basel,Rhein,r
"128",{D30F3920-7B60-4227-B39B-DC0901E390B9},2009/03/25,Kanton,CH12000000,36.930000000000000,Basel-Stadt,CH,"196735",rhein_basel_hungerbuehlern,Rhein,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare-port,Nidau-Büren-Kanal,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_bern_caveltin,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_bern_gerberm,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_bern_scheurerk,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_elfenau_cataldiv,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_kehrsatz_stolten,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_koniz_hoppej,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aare_post,Nidau-Büren-Kanal,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",aarezufluss_bern_scheurerk,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",augustmutzenbergstrandweg,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",beich,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",bern-fahrstrasse,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",bern-tiergarten,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",bielersee_vinelz_fankhausers,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",brugg-be-buren-bsg-standort,Nidau-Büren-Kanal,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",camping-gwatt-strand,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",delta-park,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",emme_utzenstorf_gruttert,Emme,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",erlach-camping-strand,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",gals-reserve,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",gummligrabbe,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",hafeli,Brienzersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",langete_langenthal_geiserm,Langeten,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",ligerz-strand,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",lotschebach_bern_scheurerk,Lötschebach,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",luscherz-plage,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",luscherz-two,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",mannewil,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",mullermatte,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",nidau-strand,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",oben-am-see,Brienzersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",oberi-chlihochstetten,Aare,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",schusspark-strand,Schüss,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",schutzenmatte,Emme,r
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",strandboden-biel,Bielersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",sundbach-strand,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",thun-strandbad,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",thunersee_spiez_meierd_1,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",weissenau-neuhaus,Thunersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",wycheley,Brienzersee,l
"129",{28139638-70EB-4384-8771-C76CAC62D352},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",zulg_steffisburg_schmassmanne,Zulg,r
"130",{1043D83A-7041-4068-A28F-A171CE136CD4},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",,,
"131",{03C8E2C5-55C1-4B52-A64B-81E5E210DBB8},2009/03/25,Kanton,CH02000000,5959.470000000000255,Bern,CH,"1043081",,,
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",chriesbach_duebendorf_schneidera,Chriesbach,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",glatt_oerlikon_covosn,Glatt,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",greifensee_fallanden_meistery,Greifensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",greifensee_fallanden_simmenc,Greifensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",greifensee_greifensee_simmenc,Greifensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",greifensee_maur_simmenc,Greifensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",greifensee_uster_fischerb_-2,Greifensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",greifensee_uster_fischerb_1,Greifensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",grendelbach_effretikon_dambonec,Grändelbach,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",jona_tann_nusslin,Jona,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",katzenbach_zuerich_sanesim,Katzensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",katzensee_regensdorfzuerichaffoltern_stueberj,Katzensee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",kusnachter-dorfbach-tobelweg-1-4,Dorfbach,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",limmat_dietikon_keiserp,Limmat,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",limmat_unterengstringen_oggierbuhrer,Limmat,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",limmat_zuerich_jansena,Limmat,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",limmat_zuerich_suterdglauserp,Limmat,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",limmat_zuerich_wagnerc,Limmat,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",limmat_zurich_mortensena_meiera,Limmat,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",rhein_eglisau_gomringerp,Rhein,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",sihl_adliswil_oggi_fort,Sihl,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",sihl_leimbach_kruegerm,Sihl,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",sihl_zuerich_eggerskoehlingera,Sihl,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",sihl_zuerich_eichenbergerd,Sihl,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",sihl_zuerich_scherfs,Sihl,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",sihl_zurich_himmelhebern,Sihl,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",toss_bauma_kurthe,Töss,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",toss_kollbrunn_burgid,Töss,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",toss_winterthur-2,Töss,r
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zuerichsee_maennedorf_vanderkaadene,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zuerichsee_richterswil_benkoem_2,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zuerichsee_staefa_hennm,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zuerichsee_waedenswil_colomboc_1,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zuerichsee_zurich_kullg,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zurcher-strand,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zurichsee-feldeggstr-banningersand,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zurichsee_kusnachterhorn_thirkell-whitej,Zürichsee,l
"132",{79104BAB-1FFA-46F9-99C9-CE644C9EC0B5},2009/03/25,Kanton,CH01000000,1728.480000000000018,Zürich,CH,"1553423",zurichsee_wollishofen_langendorfm,Zürichsee,l
