slug,city,water_name,use,water,magnitude,hex minus,scaled
jona_tann_nusslin,Dürnten,Jona,infrastructure,r,71546,5845672,0.012239140341777643
katzenbach_zuerich_sanesim,Zürich,Katzensee,infrastructure,l,116426,5768497,0.02018307368453169
katzensee_regensdorfzuerichaffoltern_stueberj,Zürich,Katzensee,infrastructure,l,87508,5515729,0.015865173941649418
kusnachter-dorfbach-tobelweg-1-4,Küsnacht (ZH),Dorfbach,infrastructure,r,80605,5845672,0.013788833858622243
la-morges,Morges,Lac Léman,infrastructure,l,85137,2828128,0.030103658674572015
la-pecherie,Allaman,Lac Léman,infrastructure,l,32065,3425115,0.009361729460178709
la-petite-plage,Yverdon-les-Bains,Neuenburgersee,infrastructure,l,314537,3589725,0.08762147518263934
la-thiele_le-mujon_confluence,Yverdon-les-Bains,La Thièle,infrastructure,r,310866,5845672,0.05317883042360228
lacleman_gland_kubela,Gland,Lac Léman,infrastructure,l,1567,3103753,0.0005048726493377533
lacleman_gland_lecoanets,Gland,Lac Léman,infrastructure,l,1567,3091417,0.0005068872947260108
lacleman_vidy_santie,Lausanne,Lac Léman,infrastructure,l,1260004,3721768,0.33854985050115965
langete_langenthal_geiserm,Langenthal,Langeten,infrastructure,r,243830,5845672,0.0417112010389909
lavey-la-source,Lavey-Morcles,Rhône,infrastructure,r,918946,5845672,0.15720108825811643
lavey-les-bains,Lavey-Morcles,Rhône,infrastructure,r,870245,5845672,0.1488699673878384
lavey-les-bains-2,Lavey-Morcles,Rhône,infrastructure,r,972609,5845672,0.16638104224800845
le-pierrier,Montreux,Lac Léman,infrastructure,l,219977,2680583,0.08206311835895401
le-port,La Tour-de-Peilz,Lac Léman,infrastructure,l,146181,2920073,0.050060734783000285
les-glariers,Riddes,Rhône,infrastructure,r,18245,5845672,0.0031211125085362297
les-vieux-ronquoz,Sion,Rhône,infrastructure,r,315257,5845672,0.053929984439770144
leuk-mattenstrasse,Leuk,Rhône,infrastructure,r,75128,5845672,0.012851901372502597
lido,Lugano,Lago di Lugano,infrastructure,l,276842,3144867,0.08802979585464187
ligerz-strand,Ligerz,Bielersee,infrastructure,l,6098,3325466,0.001833727964742385
limmat_dietikon_keiserp,Dietikon,Limmat,infrastructure,r,229077,5845672,0.039187453555382515
limmat_unterengstringen_oggierbuhrer,Unterengstringen,Limmat,infrastructure,r,222206,5845672,0.03801205404613875
limmat_zuerich_jansena,Zürich,Limmat,infrastructure,r,677400,5845672,0.11588060363290996
limmat_zuerich_suterdglauserp,Zürich,Limmat,infrastructure,r,428073,5845672,0.07322904877317783
limmat_zuerich_wagnerc,Zürich,Limmat,infrastructure,r,698369,5845672,0.11946770191690537
limmat_zurich_mortensena_meiera,Zürich,Limmat,infrastructure,r,679160,5845672,0.11618168107960898
linth_mollis,Glarus Nord,Linthkanal,infrastructure,r,17765,5845672,0.003039000477618313
linth_route9brucke,Glarus Nord,Escherkanal,infrastructure,r,49258,5845672,0.008426405039489044
linthdammweg,Weesen,Linthkanal,infrastructure,r,17765,5845672,0.003039000477618313
lorze_baar_blarere,Baar,Lorze,infrastructure,r,134631,5845672,0.023030885071895924
lotschebach_bern_scheurerk,Ostermundigen,Lötschebach,infrastructure,r,625061,5845672,0.10692714199496653
lugano-centro,Lugano,Lago di Lugano,infrastructure,l,399928,4238722,0.09435108034921846
luscherz-plage,Lüscherz,Bielersee,infrastructure,l,2180,2804968,0.0007771924670798384
luscherz-two,Lüscherz,Bielersee,infrastructure,l,2180,3053633,0.0007139037336837793
magadino-lido,Gambarogno,Lago Maggiore,infrastructure,l,1714,3599743,0.00047614510258093423
maladaire,La Tour-de-Peilz,Lac Léman,infrastructure,l,190787,3604331,0.052932707900578496
mammern-swisslitterreport,Steckborn,Untersee,infrastructure,l,65993,4419180,0.014933313420136768
mannewil,Kallnach,Aare,infrastructure,r,114980,5845672,0.01966925273946263
mols-rocks,Quarten,Walensee,infrastructure,l,55400,3514959,0.01576120802547057
muhlehorn-dorf,Glarus Nord,Walensee,infrastructure,l,706,3158656,0.00022351278518458484
mullermatte,Biel/Bienne,Bielersee,infrastructure,l,186183,4602277,0.04045454021998241
murg-bad,Quarten,Walensee,infrastructure,l,9535,2521907,0.003780869001117012
murg_waengi_strickerr,Wängi,Murg,infrastructure,r,57809,5845672,0.009889196656945515
neuenburgersee_cudrefin_mattera,Cudrefin,Neuenburgersee,infrastructure,l,16970,3244156,0.005230944504518278
nidau-strand,Nidau,Bielersee,infrastructure,l,239216,4405335,0.0543014322406809
nouvelle-plage,Estavayer,Neuenburgersee,infrastructure,l,96444,2860926,0.03371076357794644
oben-am-see,Brienz (BE),Brienzersee,infrastructure,l,52256,4322562,0.012089126772502049
oberi-chlihochstetten,Rubigen,Aare,infrastructure,r,148768,5845672,0.02544925544915965
ognonnaz-1,Vevey,Ognonnaz,infrastructure,r,213804,5845672,0.03657475137161305
oyonne,La Tour-de-Peilz,Lac Léman,infrastructure,l,189393,3738489,0.05066030687799269
parc-des-pierrettes,Saint-Sulpice (VD),Lac Léman,infrastructure,l,1337466,3102698,0.43106547914105725
pecos-plage,Grandson,Neuenburgersee,infrastructure,l,68837,3954387,0.017407754981998473
pfaffner_rothrist_ischik,Rothrist,Pfaffnern,infrastructure,r,55760,5845672,0.009538680924964658
pfafikon-bad,Freienbach,Zürichsee,infrastructure,l,115030,3146435,0.036558835634615046
pierrier-sud,Montreux,Lac Léman,infrastructure,l,186841,2804912,0.06661207196518108
plage-de-cheyres,Cheyres-Châbles,Neuenburgersee,infrastructure,l,5340,3018932,0.0017688374564249873
plage-de-dorigny,Saint-Sulpice (VD),Lac Léman,infrastructure,l,1385790,3655575,0.3790894729283355
plage-de-serriere,Neuchâtel,Neuenburgersee,infrastructure,l,131089,3561008,0.03681232954264635
plage-de-st-sulpice,Saint-Sulpice (VD),Lac Léman,infrastructure,l,1022280,2978071,0.3432691833069124
pont-sous-terre,Genève,Rhône,infrastructure,r,1050897,5845672,0.17977351449072065
preverenges,Préverenges,Lac Léman,infrastructure,l,90248,3228468,0.027953815865605604
preverenges-le-sout,Préverenges,Lac Léman,infrastructure,l,46560,2602545,0.017890180573246574
quai-maria-belgia,Vevey,Lac Léman,infrastructure,l,151157,2517958,0.060031581146309826
rastplatz-stampf,Rapperswil-Jona,Zürichsee,infrastructure,l,60904,1889950,0.032225191142622824
reuss,Bremgarten (AG),Reuss,infrastructure,r,170821,5845672,0.029221790069644687
reuss_hunenberg_eberhardy,Hünenberg,Reuss,infrastructure,r,10734,5845672,0.0018362302914019125
reuss_ottenbach_schoenenbergerl,Merenschwand,Reuss,infrastructure,r,31181,5845672,0.005334031741774085
reuss_stkarli_linigersimhofy,Luzern,Reuss,infrastructure,r,569131,5845672,0.09735937972571844
rhein-beach-tinguely,Basel,Rhein,infrastructure,r,671536,5845672,0.11487746832186274
rhein_basel,Basel,Rhein,infrastructure,r,661806,5845672,0.11321298902846413
rhein_basel_hungerbuehlern,Basel,Rhein,infrastructure,r,659373,5845672,0.11279678367174895
rhein_domatems_foppa_f,Domat/Ems,Rhein,infrastructure,r,77859,5845672,0.013319084615079328
rhein_eglisau_gomringerp,Eglisau,Rhein,infrastructure,r,101418,5845672,0.017349245732569327
rhein_hemishofen_stolll,Hemishofen,Rhein,infrastructure,r,74043,5845672,0.01266629396928189
rivapiana,Minusio,Lago Maggiore,infrastructure,l,126475,3211205,0.03938552661695532
rocky-plage,Genève,Lac Léman,infrastructure,l,604552,3420758,0.17673042056760518
rolle-plage,Rolle,Lac Léman,infrastructure,l,62624,3318818,0.018869368552297837
route-13,Locarno,Maggia,infrastructure,r,230634,5845672,0.0394538044556725
ruisseau-de-la-croix-plage,Cheyres-Châbles,Neuenburgersee,infrastructure,l,5340,2895241,0.0018444060442636726
saint-sulpice,Saint-Sulpice (VD),Lac Léman,infrastructure,l,18507,2793622,0.00662473305264635
san-nazzaro-gambarogno,Gambarogno,Lago Maggiore,infrastructure,l,3579,3145437,0.0011378387168460217
schmerikon-bahnhof-strand,Schmerikon,Zürichsee,infrastructure,l,32299,4613791,0.007000533834324095
schusspark-strand,Biel/Bienne,Schüss,infrastructure,r,393602,5845672,0.06733220748615386
schutzenmatte,Burgdorf,Emme,infrastructure,r,154769,5845672,0.02647582690236469
seeflechsen,Glarus Nord,Walensee,infrastructure,l,66874,4495685,0.014875152507348713
seemuhlestrasse-strand,Walenstadt,Walensee,infrastructure,l,72478,3770497,0.019222399593475343
seez,Walenstadt,Seez,infrastructure,r,206837,5845672,0.03538292945618571
seez_spennwiesenbrucke,Walenstadt,Seez,infrastructure,r,865305,5845672,0.14802489773630817
sempachersee_sempach_tampec,Sempach,Sempachsee,infrastructure,l,43327,3745845,0.011566682550933101
sense_torishaus_g-cubes,Köniz,Sense,infrastructure,r,40464,5845672,0.0069220442063803785
signalpain,Yverdon-les-Bains,Neuenburgersee,infrastructure,l,242739,3664382,0.06624282075394979
sihl_adliswil_oggi_fort,Adliswil,Sihl,infrastructure,r,243644,5845672,0.04167938262701021
sihl_leimbach_kruegerm,Zürich,Sihl,infrastructure,r,260228,5845672,0.04451635329522423
sihl_zuerich_eggerskoehlingera,Zürich,Sihl,infrastructure,r,835656,5845672,0.1429529402265471
sihl_zuerich_eichenbergerd,Zürich,Sihl,infrastructure,r,310999,5845672,0.05320158229883579
sihl_zuerich_scherfs,Zürich,Sihl,infrastructure,r,617863,5845672,0.10569580366465994
sihl_zurich_himmelhebern,Zürich,Sihl,infrastructure,r,320836,5845672,0.05488436573245985
sitter_gaiserwald_buehlerf,St. Gallen,Sitter,infrastructure,r,390832,5845672,0.06685835264106504
sitter_stgallen_jennya,St. Gallen,Sitter,infrastructure,r,191050,5845672,0.03268229897264164
sitter_stgallen_steinbrunnerf,St. Gallen,Sitter,infrastructure,r,414538,5845672,0.07091366056802366
sorne_birse_wwfjura,Delémont,Birs,infrastructure,r,68964,5845672,0.011797446042131683
spackmatt,Luterbach,Aare,infrastructure,r,165347,5845672,0.02828537078371828
spiaggia-parco-ciani,Lugano,Lago di Lugano,infrastructure,l,288489,3336432,0.08646632090808384
strandbeiz,Rapperswil-Jona,Zürichsee,infrastructure,l,90076,2075680,0.04339589917521005
strandboden-biel,Biel/Bienne,Bielersee,infrastructure,l,199452,4772691,0.041790260463122376
sundbach-strand,Beatenberg,Thunersee,infrastructure,l,5988,3263590,0.0018347892964496154
thun-strandbad,Thun,Thunersee,infrastructure,l,245648,3471340,0.07076460387055143
thunersee_spiez_meierd_1,Spiez,Thunersee,infrastructure,l,8148,2586161,0.0031506159129304017
thur_schoenenberg_schaera,Kradolf-Schönenberg,Thur,infrastructure,r,63264,5845672,0.010822365674981422
thur_schwarzenbach_meiliw,Wil (SG),Thur,infrastructure,r,121948,5845672,0.020861245721621055
tiger-duck-beach,Saint-Sulpice (VD),Lac Léman,infrastructure,l,1391466,3689451,0.37714716905035467
tolochenaz,Tolochenaz,Lac Léman,infrastructure,l,43060,3216862,0.013385715644625104
toss_bauma_kurthe,Bauma,Töss,infrastructure,r,50601,5845672,0.008656147659328131
toss_kollbrunn_burgid,Zell (ZH),Töss,infrastructure,r,21235,5845672,0.0036326020344624194
toss_winterthur-2,Winterthur,Töss,infrastructure,r,137797,5845672,0.02357248234249202
tschilljus,Salgesch,Rhône,infrastructure,r,23562,5845672,0.004030674317683236
unterdsee_ermatingen_brunkem,Ermatingen,Untersee,infrastructure,l,35480,3785158,0.009373452838692599
untertenzen,Quarten,Walensee,infrastructure,l,9536,2833591,0.0033653410107527867
urnaesch_urnaesch_meierr,Hundwil,Urnäsch,infrastructure,r,8796,5845672,0.0015047029665708237
versoix,Versoix,Lac Léman,infrastructure,l,208865,3006979,0.06946007936869529
veveyse,Vevey,Lac Léman,infrastructure,l,146048,2567988,0.05687253990283444
via-brunari-spiaggia,Bellinzona,Ticino,infrastructure,r,150512,5845672,0.025747595828161416
via-mirasole-spiaggia,Bellinzona,Ticino,infrastructure,r,163164,5845672,0.027911932109772837
vidy,Lausanne,Lac Léman,infrastructure,l,736888,3017977,0.2441662080261049
vidy-ruines,Lausanne,Lac Léman,infrastructure,l,912573,3320371,0.2748406729248027
vierwaldstattersee_weggis_schoberls_1,Weggis,Vierwaldstättersee,infrastructure,l,9705,3362113,0.002886577577850596
vierwaldstattersee_weggis_schoberls_2,Weggis,Vierwaldstättersee,infrastructure,l,9705,3280856,0.002958069479428539
vierwaldstattersee_weggis_schoberls_3,Weggis,Vierwaldstättersee,infrastructure,l,9022,2653742,0.0033997276298901704
villa-barton,Genève,Lac Léman,infrastructure,l,694165,2827411,0.24551259084724505
vira-gambarogno,Gambarogno,Lago Maggiore,infrastructure,l,4970,3130197,0.0015877594924536699
vira-spiaggia-left-of-river,Gambarogno,Lago Maggiore,infrastructure,l,4970,3230825,0.0015383067792282157
vorderrhein_disentis_schmidn,Disentis/Mustér,Vorderrhein,infrastructure,r,110779,5845672,0.01895060140219978
walensee_walenstadt_wysse,Walenstadt,Walensee,infrastructure,l,158397,3938688,0.040215675879886906
weissenau-neuhaus,Unterseen,Thunersee,infrastructure,l,7665,2997957,0.0025567411407168283
wycheley,Brienz (BE),Brienzersee,infrastructure,l,58788,4453599,0.01320011074189661
zuerichsee_maennedorf_vanderkaadene,Männedorf,Zürichsee,infrastructure,l,161111,3276293,0.04917478381817499
zuerichsee_richterswil_benkoem_2,Richterswil,Zürichsee,infrastructure,l,188414,2801569,0.06725302857077588
zuerichsee_staefa_hennm,Stäfa,Zürichsee,infrastructure,l,59963,3066486,0.01955430417748524
zuerichsee_waedenswil_colomboc_1,Richterswil,Zürichsee,infrastructure,l,249021,3296244,0.07554689519343835
zuerichsee_zurich_kullg,Zürich,Zürichsee,infrastructure,l,479603,2797906,0.17141497963119562
zugersee_immensee_guedesd,Meierskappel,Zugersee,infrastructure,l,1516,2542676,0.0005962222477421425
zugerseecholler_cham_blarerm,Zug,Zugersee,infrastructure,l,147781,2794749,0.052878093882491775
zulg_steffisburg_schmassmanne,Steffisburg,Zulg,infrastructure,r,174215,5845672,0.02980239055492679
zurcher-strand,Zürich,Zürichsee,infrastructure,l,557377,4773918,0.1167546237702449
zurichsee-feldeggstr-banningersand,Zürich,Zürichsee,infrastructure,l,611374,3885644,0.15734174309329418
zurichsee_kusnachterhorn_thirkell-whitej,Küsnacht (ZH),Zürichsee,infrastructure,l,74027,2640566,0.028034519871875954
zurichsee_wollishofen_langendorfm,Zürich,Zürichsee,infrastructure,l,319787,3492973,0.09155152358749982
aabach,Schmerikon,Zürichsee,recreation,l,53782,3978059,0.01351965870792766
aare-port,Port,Nidau-Büren-Kanal,recreation,r,29408,5845672,0.00503073042757103
aare-solothurn-lido-strand,Solothurn,Aare,recreation,r,170468,5845672,0.029161403513573804
aare_bern_caveltin,Muri bei Bern,Aare,recreation,r,16168,5845672,0.0027658069080851613
aare_bern_scheurerk,Bern,Aare,recreation,r,58315,5845672,0.009975756422871485
aare_brugg_buchie,Brugg,Aare,recreation,r,55337,5845672,0.009466319697718243
aare_elfenau_cataldiv,Bern,Aare,recreation,r,221952,5845672,0.03796860309644469
aare_kehrsatz_stolten,Belp,Aare,recreation,r,44969,5845672,0.007692699829891242
aare_koniz_hoppej,Köniz,Aare,recreation,r,294410,5845672,0.05036375629696637
aare_post,Port,Nidau-Büren-Kanal,recreation,r,27843,5845672,0.0047630109934324065
aare_rupperswil_badert,Rupperswil,Aare,recreation,r,9165,5845672,0.0015678265903389722
aare_solothurn_nguyena,Solothurn,Aare,recreation,r,170468,5845672,0.029161403513573804
aare_suhrespitz_badert,Aarau,Aare,recreation,r,89517,5845672,0.015313380565998229
aarezufluss_bern_scheurerk,Bern,Aare,recreation,r,57826,5845672,0.009892104791373858
anarchy-beach,La Tour-de-Peilz,Lac Léman,recreation,l,49842,2088717,0.023862495493645143
arabie,Vevey,Lac Léman,recreation,l,39227,2838114,0.013821502589395634
arve_carouge_battistellak,Veyrier,Arve,recreation,r,396322,5845672,0.06779750899468873
ascona-traghetto-spiaggia,Ascona,Lago Maggiore,recreation,l,210189,3839917,0.054737901886941824
augustmutzenbergstrandweg,Spiez,Thunersee,recreation,l,19359,3497821,0.005534588533832921
baby-plage-geneva,Genève,Lac Léman,recreation,l,189642,3703182,0.051210553518568624
baby-plage-ii-geneve,Genève,Lac Léman,recreation,l,189642,3590093,0.05282370122445296
bain-des-dames,La Tour-de-Peilz,Lac Léman,recreation,l,46803,2759389,0.016961363548234774
baye-de-clarens,Montreux,Lac Léman,recreation,l,21947,2691423,0.00815442240034361
baye-de-montreux-d,Montreux,Lac Léman,recreation,l,4560,2453955,0.0018582247840730577
baye-de-montreux-g,Montreux,Lac Léman,recreation,l,4560,2438815,0.001869760518940551
bern-fahrstrasse,Bern,Aare,recreation,r,73394,5845672,0.012555271660811622
bern-tiergarten,Bern,Aare,recreation,r,327145,5845672,0.05596362573883721
bielersee_vinelz_fankhausers,Vinelz,Bielersee,recreation,l,101359,3917839,0.025871149886455263
birs_basel_grunern,Basel,Birs,recreation,r,193106,5845672,0.03303401217174005
birs_basel_laderachs,Basel,Birs,recreation,r,364161,5845672,0.06229583185645722
birs_reinach_dinuccin,Reinach (BL),Birs,recreation,r,227255,5845672,0.03887576997135659
birskopfli-rusco,Birsfelden,Birs,recreation,r,205920,5845672,0.03522606126378627
bodensee_altenrhein_caluoria,Thal,Bodensee,recreation,l,39795,3378754,0.011778010473683494
bodensee_arbon_moslis,Arbon,Bodensee,recreation,l,185219,2520627,0.0734813203222849
bodensee_horn_huberm,Horn,Bodensee,recreation,l,59548,3110691,0.01914301356193849
bodensee_steinach_dolder_a,Steinach,Bodensee,recreation,l,149868,4130751,0.03628105397783599
bodensee_thal_schlachterj_1,Thal,Bodensee,recreation,l,39795,3433082,0.01159162525101352
brugg-be-buren-bsg-standort,Brügg,Nidau-Büren-Kanal,recreation,r,27843,5845672,0.0047630109934324065
camp-des-peches,Le Landeron,Bielersee,recreation,l,152529,4393837,0.034714305514747135
camping-gwatt-strand,Thun,Thunersee,recreation,l,98327,3282504,0.029954875911803916
canale-saleggi,Bellinzona,Ticino,recreation,r,163882,5845672,0.028034758022687553
chriesbach_duebendorf_schneidera,Dübendorf,Chriesbach,recreation,r,216670,5845672,0.037065028622885444
cully-plage,Bourg-en-Lavaux,Lac Léman,recreation,l,14182,3614878,0.003923230604186366
delta-park,Spiez,Thunersee,recreation,l,24667,3042919,0.008106361030313328
emme_biberist_jennim,Biberist,Emme,recreation,r,5287,5845672,0.0009044298072146367
emme_luterbach_huggenbergerk,Zuchwil,Emme,recreation,r,61370,5845672,0.010498365286317809
erlach-camping-strand,Erlach,Bielersee,recreation,l,103295,2301037,0.04489062974650125
evole-plage,Neuchâtel,Neuenburgersee,recreation,l,17171,3650543,0.004703683808134845
flibach-river-right-bank,Weesen,Walensee,recreation,l,81233,4231205,0.019198549822095595
foce-del-cassarate,Lugano,Cassarate,recreation,r,45033,5845672,0.007703648100680298
gals-reserve,Gals,Bielersee,recreation,l,153941,3653090,0.042139941802693065
gasi-strand,Weesen,Walensee,recreation,l,106395,3800631,0.027994035727225294
glatt_oerlikon_covosn,Opfikon,Glatt,recreation,r,139383,5845672,0.0238437941779833
goldach_goldach_schlachterj,Goldach,Goldach,recreation,r,71722,5845672,0.012269248086447547
golene-gudo,Bellinzona,Ticino,recreation,r,60504,5845672,0.010350221497203401
grand-clos,Saint-Gingolph,Lac Léman,recreation,l,95027,2866568,0.033150094468367745
greifensee_fallanden_meistery,Fällanden,Greifensee,recreation,l,27005,3581230,0.0075407052884064974
greifensee_fallanden_simmenc,Fällanden,Greifensee,recreation,l,27005,3488856,0.007740359590650918
greifensee_greifensee_simmenc,Greifensee,Greifensee,recreation,l,6894,2717490,0.002536899859797092
greifensee_maur_simmenc,Maur,Greifensee,recreation,l,23329,3345802,0.006972618224270295
greifensee_uster_fischerb_-2,Uster,Greifensee,recreation,l,42225,3177353,0.013289363819506362
greifensee_uster_fischerb_1,Uster,Greifensee,recreation,l,42225,3275516,0.012891098684909492
grendelbach_effretikon_dambonec,Illnau-Effretikon,Grändelbach,recreation,r,81032,5845672,0.013861879352792972
hafeli,Bönigen,Brienzersee,recreation,l,31436,3413794,0.009208522834125316
hauterive-petite-plage,Hauterive (NE),Neuenburgersee,recreation,l,78136,4125889,0.018937979184607243
impromptu_cudrefin,Cudrefin,Neuenburgersee,recreation,l,188285,3168905,0.05941642302309473
jardin-botanique,Genève,Lac Léman,recreation,l,32678,3380938,0.009665365055496433
jona-river-rastplatz,Rapperswil-Jona,Jona,recreation,r,175190,5845672,0.029969180617728807
katzenbach_zuerich_sanesim,Zürich,Katzensee,recreation,l,53623,5768497,0.009295835639682226
katzensee_regensdorfzuerichaffoltern_stueberj,Zürich,Katzensee,recreation,l,24877,5515729,0.0045101925783518374
kusnachter-dorfbach-tobelweg-1-4,Küsnacht (ZH),Dorfbach,recreation,r,25467,5845672,0.004356556440388719
la-morges,Morges,Lac Léman,recreation,l,115314,2828128,0.04077396779778002
la-pecherie,Allaman,Lac Léman,recreation,l,5506,3425115,0.0016075372651721182
la-petite-plage,Yverdon-les-Bains,Neuenburgersee,recreation,l,314565,3589725,0.0876292752230324
lacleman_gland_kubela,Gland,Lac Léman,recreation,l,463231,3103753,0.1492486676613764
lacleman_gland_lecoanets,Gland,Lac Léman,recreation,l,463231,3091417,0.1498442300084395
lacleman_vidy_santie,Lausanne,Lac Léman,recreation,l,213041,3721768,0.05724188074055127
langete_langenthal_geiserm,Langenthal,Langeten,recreation,r,46745,5845672,0.007996514344287534
lavey-la-source,Lavey-Morcles,Rhône,recreation,r,53921,5845672,0.00922408920651039
lavey-les-bains,Lavey-Morcles,Rhône,recreation,r,7997,5845672,0.001368020648438708
lavey-les-bains-2,Lavey-Morcles,Rhône,recreation,r,33521,5845672,0.005734327892498929
le-pierrier,Montreux,Lac Léman,recreation,l,21743,2680583,0.008111295192127981
le-port,La Tour-de-Peilz,Lac Léman,recreation,l,45717,2920073,0.01565611544642891
les-glariers,Riddes,Rhône,recreation,r,20002,5845672,0.003421676755042021
les-vieux-ronquoz,Sion,Rhône,recreation,r,102333,5845672,0.017505771791506607
leuk-mattenstrasse,Leuk,Rhône,recreation,r,52084,5845672,0.008909839621518279
lido,Lugano,Lago di Lugano,recreation,l,44522,3144867,0.014157037483620134
ligerz-strand,Ligerz,Bielersee,recreation,l,100404,3325466,0.03019246024466947
limmat_dietikon_keiserp,Dietikon,Limmat,recreation,r,325598,5845672,0.05569898550585801
limmat_unterengstringen_oggierbuhrer,Unterengstringen,Limmat,recreation,r,46029,5845672,0.007874030564834975
limmat_zuerich_jansena,Zürich,Limmat,recreation,r,270791,5845672,0.04632333117561163
limmat_zuerich_suterdglauserp,Zürich,Limmat,recreation,r,128260,5845672,0.021941018928191662
limmat_zuerich_wagnerc,Zürich,Limmat,recreation,r,203992,5845672,0.03489624460626597
limmat_zurich_mortensena_meiera,Zürich,Limmat,recreation,r,275238,5845672,0.047084064928719915
linth_mollis,Glarus Nord,Linthkanal,recreation,r,56273,5845672,0.00962643815800818
linth_route9brucke,Glarus Nord,Escherkanal,recreation,r,116529,5845672,0.019934235105903992
linthdammweg,Weesen,Linthkanal,recreation,r,27335,5845672,0.004676109094044278
lorze_baar_blarere,Baar,Lorze,recreation,r,64930,5845672,0.011107362848959025
lotschebach_bern_scheurerk,Ostermundigen,Lötschebach,recreation,r,28900,5845672,0.004943828528182902
lugano-centro,Lugano,Lago di Lugano,recreation,l,47431,4238722,0.011189929417404586
luscherz-plage,Lüscherz,Bielersee,recreation,l,6499,2804968,0.0023169604786935183
luscherz-two,Lüscherz,Bielersee,recreation,l,6499,3053633,0.002128284571197652
magadino-lido,Gambarogno,Lago Maggiore,recreation,l,2564,3599743,0.0007122730706053182
maladaire,La Tour-de-Peilz,Lac Léman,recreation,l,50410,3604331,0.013985951900643976
mammern-swisslitterreport,Steckborn,Untersee,recreation,l,39548,4419180,0.008949171565765595
mols-rocks,Quarten,Walensee,recreation,l,52032,3514959,0.014803017616990696
muhlehorn-dorf,Glarus Nord,Walensee,recreation,l,813,3158656,0.0002573879523442882
mullermatte,Biel/Bienne,Bielersee,recreation,l,138728,4602277,0.030143339916306647
murg-bad,Quarten,Walensee,recreation,l,14017,2521907,0.005558095520572329
murg_waengi_strickerr,Wängi,Murg,recreation,r,26595,5845672,0.004549519713045823
neuenburgersee_cudrefin_mattera,Cudrefin,Neuenburgersee,recreation,l,188285,3244156,0.05803820778039034
nidau-strand,Nidau,Bielersee,recreation,l,186534,4405335,0.042342750324322664
nouvelle-plage,Estavayer,Neuenburgersee,recreation,l,98449,2860926,0.034411585619481246
oben-am-see,Brienz (BE),Brienzersee,recreation,l,27582,4322562,0.006380937971508563
oberi-chlihochstetten,Rubigen,Aare,recreation,r,17787,5845672,0.003042763945702051
ognonnaz-1,Vevey,Ognonnaz,recreation,r,62561,5845672,0.01070210576303289
oyonne,La Tour-de-Peilz,Lac Léman,recreation,l,46435,3738489,0.01242079353450017
parc-des-pierrettes,Saint-Sulpice (VD),Lac Léman,recreation,l,163933,3102698,0.0528356288623643
pecos-plage,Grandson,Neuenburgersee,recreation,l,70566,3954387,0.01784499089239369
pfaffner_rothrist_ischik,Rothrist,Pfaffnern,recreation,r,40743,5845672,0.0069697718243514175
pfafikon-bad,Freienbach,Zürichsee,recreation,l,31157,3146435,0.0099023180202356
pierrier-sud,Montreux,Lac Léman,recreation,l,17927,2804912,0.00639128785502005
plage-de-cheyres,Cheyres-Châbles,Neuenburgersee,recreation,l,117377,3018932,0.03888030601550482
plage-de-dorigny,Saint-Sulpice (VD),Lac Léman,recreation,l,236987,3655575,0.06482892568200625
plage-de-serriere,Neuchâtel,Neuenburgersee,recreation,l,32863,3561008,0.009228566742899763
plage-de-st-sulpice,Saint-Sulpice (VD),Lac Léman,recreation,l,99620,2978071,0.03345118366889171
pointe-dareuse,Boudry,Neuenburgersee,recreation,l,2456,2153529,0.0011404536460851004
pont-sous-terre,Genève,Rhône,recreation,r,64087,5845672,0.010963153594659434
preverenges,Préverenges,Lac Léman,recreation,l,36452,3228468,0.011290804183284455
preverenges-le-sout,Préverenges,Lac Léman,recreation,l,64829,2602545,0.024909847860459664
quai-maria-belgia,Vevey,Lac Léman,recreation,l,39131,2517958,0.015540767558473969
rastplatz-stampf,Rapperswil-Jona,Zürichsee,recreation,l,175190,1889950,0.09269557395698298
reuss_hunenberg_eberhardy,Hünenberg,Reuss,recreation,r,8219,5845672,0.0014059974627382446
reuss_ottenbach_schoenenbergerl,Merenschwand,Reuss,recreation,r,18585,5845672,0.0031792751971030874
reuss_stkarli_linigersimhofy,Luzern,Reuss,recreation,r,33771,5845672,0.005777094575268677
rhein-beach-tinguely,Basel,Rhein,recreation,r,91599,5845672,0.015669541500104692
rhein_basel,Basel,Rhein,recreation,r,10155,5845672,0.0017371826541071754
rhein_basel_hungerbuehlern,Basel,Rhein,recreation,r,86134,5845672,0.014734661814757995
rhein_domatems_foppa_f,Domat/Ems,Rhein,recreation,r,301868,5845672,0.0516395719773535
rhein_eglisau_gomringerp,Eglisau,Rhein,recreation,r,2476,5845672,0.000423561226151587
rivapiana,Minusio,Lago Maggiore,recreation,l,73437,3211205,0.022868985318595356
rocky-plage,Genève,Lac Léman,recreation,l,189642,3420758,0.05543858992656014
rolle-plage,Rolle,Lac Léman,recreation,l,56647,3318818,0.017068426168593758
route-13,Locarno,Maggia,recreation,r,246975,5845672,0.04224920590823433
ruisseau-de-la-croix-plage,Cheyres-Châbles,Neuenburgersee,recreation,l,116392,2895241,0.04020114387714183
saint-sulpice,Saint-Sulpice (VD),Lac Léman,recreation,l,63343,2793622,0.02267414847105299
san-nazzaro-gambarogno,Gambarogno,Lago Maggiore,recreation,l,4181,3145437,0.0013292270676538746
