loc_date,location,date,doy,water_name_slug,water,river_bassin,city,code,quantity,pcs/m,slug,Project
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G203,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G204,8,0.13,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G205,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G207,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G208,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G210,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G211,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G213,1,0.02,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G214,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G22,3,0.05,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G25,6,0.1,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G26,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G27,59,0.97,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G28,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G29,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G3,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G30,24,0.39,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G31,4,0.07,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G32,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G33,3,0.05,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G34,2,0.03,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G35,8,0.13,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G36,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G37,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G38,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G39,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G4,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G40,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G41,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G43,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G48,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G49,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G5,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G50,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G51,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G52,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G53,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G55,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G56,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G59,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G6,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G60,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G61,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G62,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G63,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G64,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G65,2,0.03,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G66,5,0.08,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G67,24,0.39,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G68,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G7,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G70,11,0.18,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G71,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G73,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G74,20,0.33,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G8,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G84,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G87,1,0.02,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G88,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G89,8,0.13,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G9,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G90,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G91,6,0.1,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G92,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G93,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G94,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G95,13,0.21,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G96,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G97,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G98,1,0.02,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G99,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,G999,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,Gcaps,15,0.24,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,Gfoam,0,0.0,maladaire,Testing
"('maladaire', '2021-06-02')",maladaire,2021-06-02,153,lac-leman,l,rhone,La Tour-de-Peilz,Gfrags,60,0.98,maladaire,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G1,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G10,2,0.07,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G100,9,0.3,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G101,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G102,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G103,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G104,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G105,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G106,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G107,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G108,0,0.0,tiger-duck-beach,Testing
"('tiger-duck-beach', '2021-10-07')",tiger-duck-beach,2021-10-07,280,lac-leman,l,rhone,Saint-Sulpice (VD),G109,0,0.0,tiger-duck-beach,Testing
